Borough of Perkasie,PA,Publicly Owned, 349 ," 1,143 "," 10,578 ",10.81
Borough of Pitcairn,PA,Publicly Owned, 84 , 191 ," 1,923 ",9.93
Borough of Quakertown,PA,Publicly Owned, 564 ," 1,908 "," 20,691 ",9.22
Borough of Royalton,PA,Publicly Owned, 10 , 24 , 275 ,8.73
Borough of Schuylkill Haven,PA,Publicly Owned, 371 ," 1,197 "," 15,010 ",7.97
Borough of Smethport,PA,Publicly Owned, 171 , 717 ," 7,136 ",10.05
Borough of Summerhill,PA,Publicly Owned, 53 , 58 , 803 ,7.22
Borough of Tarentum,PA,Publicly Owned, 503 ," 1,355 "," 17,853 ",7.59
Borough of Wampum,PA,Publicly Owned, 39 , 68 , 429 ,15.85
Borough of Zelienople,PA,Publicly Owned, 288 ," 1,259 "," 13,226 ",9.52
"Central Electric Coop, Inc",PA,Cooperative," 1,634 "," 4,652 "," 47,706 ",9.75
Citizens Electric Co,PA,Investor Owned," 1,020 "," 2,380 "," 28,258 ",8.42
Claverack Rural Elec Coop Inc,PA,Cooperative, 604 ," 1,013 "," 9,017 ",11.23
Duncannon Borough of,PA,Publicly Owned, 85 , 178 ," 2,585 ",6.89
Duquesne Light Co,PA,Investor Owned," 48,015 "," 303,107 "," 4,337,985 ",6.99
Girard Borough of,PA,Publicly Owned, 129 , 147 ," 1,413 ",10.40
Hooversville Boro Elec Lgt Co,PA,Publicly Owned, 32 , 88 ," 1,015 ",8.67
Metropolitan Edison Co,PA,Investor Owned," 59,154 "," 316,427 "," 3,890,871 ",8.13
Middletown Borough of,PA,Publicly Owned, 267 , 727 ," 6,537 ",11.12
Mont Alto Borough,PA,Publicly Owned, 26 , 143 ," 1,484 ",9.64
"New Enterprise R E C, Inc",PA,Cooperative," 1,252 ", 508 ," 4,916 ",10.33
"Northwestern Rural E C A, Inc",PA,Cooperative," 1,167 "," 3,297 "," 31,771 ",10.38
PECO Energy Co,PA,Investor Owned," 101,244 "," 791,535 "," 6,875,226 ",11.51
Pennsylvania Electric Co,PA,Investor Owned," 77,967 "," 360,113 "," 4,702,138 ",7.66
Pennsylvania Power Co,PA,Investor Owned," 18,460 "," 99,985 "," 1,287,851 ",7.76
Pike County Light & Power Co,PA,Investor Owned, 932 ," 3,822 "," 40,077 ",9.54
PPL Electric Utilities Corp,PA,Investor Owned," 155,353 "," 907,253 "," 11,392,332 ",7.96
REA Energy Coop Inc,PA,Cooperative," 1,456 "," 5,770 "," 64,256 ",8.98
"Somerset Rural Elec Coop, Inc",PA,Cooperative, 963 ," 3,318 "," 36,660 ",9.05
St Clair Borough of,PA,Publicly Owned, 54 , 305 ," 2,939 ",10.38
"Sullivan County R E C, Inc",PA,Cooperative, 268 , 927 ," 8,074 ",11.48
Tri-County Rural Elec Coop Inc,PA,Cooperative," 1,036 "," 2,934 "," 29,319 ",10.01
"UGI Utilities, Inc",PA,Investor Owned," 7,319 "," 28,593 "," 350,826 ",8.15
"United Electric Coop, Inc",PA,Cooperative," 1,475 "," 2,085 "," 17,484 ",11.93
Valley Rural Electric Coop Inc,PA,Cooperative," 1,428 "," 3,979 "," 42,526 ",9.36
Warren Electric Coop Inc,PA,Cooperative, 685 , 903 ," 6,831 ",13.22
Watsontown Borough of,PA,Publicly Owned, 95 , 476 ," 5,137 ",9.27
Wellsborough Electric Co,PA,Investor Owned," 1,028 "," 2,678 "," 30,392 ",8.81
West Penn Power Co,PA,Investor Owned," 77,755 "," 273,361 "," 4,589,504 ",5.96
Block Island Power Co,RI,Investor Owned, 473 ," 1,637 "," 5,819 ",28.13
Narragansett Electric Co,RI,Investor Owned," 49,756 "," 314,181 "," 3,113,097 ",10.09
Pascoag Utility District,RI,Publicly Owned, 400 , 563 ," 5,745 ",9.80
Abbeville City of,SC,Publicly Owned, 495 ," 2,428 "," 27,835 ",8.72
Aiken Electric Coop Inc,SC,Cooperative," 2,508 "," 8,233 "," 114,986 ",7.16
Bamberg Board of Public Works,SC,Publicly Owned, 363 ," 1,277 "," 21,004 ",6.08
Berkeley Electric Coop Inc,SC,Cooperative," 7,721 "," 13,431 "," 166,685 ",8.06
"Black River Electric Coop, Inc",SC,Cooperative," 3,369 "," 7,199 "," 90,040 ",8.00
Blue Ridge Electric Coop Inc,SC,Cooperative," 3,754 "," 10,662 "," 127,170 ",8.38
"Broad River Electric Coop, Inc",SC,Cooperative, 617 ," 2,079 "," 23,906 ",8.70
Carolina Power & Light Co,SC,Investor Owned," 31,395 "," 127,101 "," 1,784,958 ",7.12
City of Bennettsville,SC,Publicly Owned, 530 ," 3,136 "," 40,335 ",7.77
City of Camden,SC,Publicly Owned," 1,442 "," 5,286 "," 66,895 ",7.90
City of Due West,SC,Publicly Owned, 31 , 390 ," 8,644 ",4.51
City of Gaffney,SC,Publicly Owned," 1,175 "," 8,510 "," 92,171 ",9.23
City of Georgetown,SC,Publicly Owned," 1,164 "," 7,108 "," 85,328 ",8.33
City of Laurens,SC,Publicly Owned, 836 ," 3,863 "," 51,615 ",7.48
City of Newberry,SC,Publicly Owned, 829 ," 4,963 "," 61,311 ",8.09
City of Orangeburg,SC,Publicly Owned," 3,263 "," 6,750 "," 104,000 ",6.49
City of Rock Hill,SC,Publicly Owned," 3,049 "," 30,353 "," 397,521 ",7.64
City of Seneca,SC,Publicly Owned," 1,031 "," 5,239 "," 65,448 ",8.00
City of Union,SC,Publicly Owned," 1,051 "," 5,399 "," 58,599 ",9.21
City of Westminster,SC,Publicly Owned, 240 ," 1,477 "," 15,933 ",9.27
Clinton Combined Utility Sys,SC,Publicly Owned, 605 ," 3,749 "," 41,131 ",9.11
"Coastal Electric Coop, Inc",SC,Cooperative, 848 ," 1,773 "," 19,017 ",9.32
Duke Energy Corporation,SC,Investor Owned," 80,153 "," 309,908 "," 5,172,087 ",5.99
Easley Combined Utility System,SC,Publicly Owned," 1,608 "," 10,528 "," 121,867 ",8.64
"Edisto Electric Coop, Inc",SC,Cooperative," 4,041 "," 3,716 "," 40,092 ",9.27
"Fairfield Electric Coop, Inc",SC,Cooperative," 1,002 "," 4,943 "," 66,188 ",7.47
Greenwood Commissioners-Pub Wk,SC,Publicly Owned," 2,278 "," 3,391 "," 51,976 ",6.52
Greer Commission of Public Wks,SC,Publicly Owned," 3,607 "," 9,150 "," 116,294 ",7.87
Haywood Electric Member Corp,SC,Cooperative, 3 , 5 , 56 ,8.93
Horry Electric Coop Inc,SC,Cooperative," 6,296 "," 11,465 "," 138,700 ",8.27
"Laurens Electric Coop, Inc",SC,Cooperative," 3,335 "," 10,634 "," 114,812 ",9.26
Little River Electric Coop Inc,SC,Cooperative," 1,906 "," 3,299 "," 36,479 ",9.04
Lockhart Power Co,SC,Investor Owned," 1,132 "," 1,709 "," 19,399 ",8.81
"Lynches River Elec Coop, Inc",SC,Cooperative, 873 ," 3,269 "," 38,979 ",8.39
"Marlboro Electric Coop, Inc",SC,Cooperative," 1,150 "," 1,971 "," 24,165 ",8.16
Mid-Carolina Electric Coop Inc,SC,Cooperative," 4,311 "," 15,187 "," 198,533 ",7.65
"Newberry Electric Coop, Inc",SC,Cooperative, 541 , 748 ," 9,928 ",7.53
Palmetto Electric Coop Inc,SC,Cooperative," 9,137 "," 30,368 "," 446,276 ",6.80
"Pee Dee Electric Coop, Inc",SC,Cooperative," 1,674 "," 5,013 "," 60,538 ",8.28
"Santee Electric Coop, Inc",SC,Cooperative," 2,451 "," 7,407 "," 105,643 ",7.01
South Carolina Electric & Gas Co,SC,Investor Owned," 82,588 "," 496,643 "," 7,122,007 ",6.97
South Carolina Pub Serv Auth,SC,Publicly Owned," 25,610 "," 111,040 "," 1,799,970 ",6.17
Town of McCormick,SC,Publicly Owned, 194 , 722 ," 7,747 ",9.32
Town of Prosperity,SC,Publicly Owned, 117 , 220 ," 2,745 ",8.01
Town of Winnsboro,SC,Publicly Owned, 629 ," 1,214 "," 17,700 ",6.86
"Tri-County Electric Coop, Inc",SC,Cooperative, 658 ," 3,543 "," 44,834 ",7.90
York Electric Coop Inc,SC,Cooperative," 2,918 "," 9,627 "," 114,582 ",8.40
"Black Hills Electric Coop, Inc",SD,Cooperative, 860 ," 1,552 "," 22,018 ",7.05
Black Hills Power Inc,SD,Investor Owned," 10,707 "," 48,139 "," 647,790 ",7.43
"Bon Homme Yankton El Assn, Inc",SD,Cooperative, 297 , 557 ," 8,645 ",6.44
Brookings City of,SD,Publicly Owned," 1,178 "," 2,210 "," 37,946 ",5.82
"Butte Electric Coop, Inc",SD,Cooperative, 480 ," 2,350 "," 27,312 ",8.60
"Cam Wal Electric Coop, Inc",SD,Cooperative, 240 ," 1,071 "," 15,126 ",7.08
"Central Electric Coop, Inc",SD,Cooperative, 504 , 830 ," 11,135 ",7.45
"Charles Mix Electric Assn, Inc",SD,Cooperative, 178 ," 1,070 "," 17,699 ",6.05
"Cherry-Todd Electric Coop, Inc",SD,Cooperative," 1,306 "," 2,220 "," 40,554 ",5.47
City of Arlington,SD,Publicly Owned, 91 , 303 ," 5,350 ",5.66
City of Aurora,SD,Publicly Owned, 27 , 39 , 458 ,8.52
City of Badger,SD,Publicly Owned, 4 , 38 , 229 ,16.59
City of Beresford,SD,Publicly Owned, 231 , 298 ," 4,812 ",6.19
City of Big Stone City,SD,Publicly Owned, 40 , 66 ," 1,186 ",5.56
City of Bryant,SD,Publicly Owned, 59 , 131 ," 1,407 ",9.31
City of Burke,SD,Publicly Owned, 75 , 207 ," 3,440 ",6.02
City of Colman,SD,Publicly Owned, 51 , 260 ," 4,407 ",5.90
City of Elk Point,SD,Publicly Owned, 135 , 489 ," 6,887 ",7.10
City of Estelline,SD,Publicly Owned, 58 , 93 ," 1,875 ",4.96
City of Faith,SD,Publicly Owned, 59 , 180 ," 2,698 ",6.67
City of Flandreau,SD,Publicly Owned, 242 , 281 ," 5,468 ",5.14
City of Fort Pierre,SD,Publicly Owned, 252 , 572 ," 9,000 ",6.36
City of Groton,SD,Publicly Owned, 92 , 298 ," 3,505 ",8.50
City of Hecla,SD,Publicly Owned, 68 , 61 ," 1,312 ",4.65
City of Howard,SD,Publicly Owned, 221 , 364 ," 7,141 ",5.10
City of Madison,SD,Publicly Owned, 318 ," 1,147 "," 23,163 ",4.95
City of McLaughlin,SD,Publicly Owned, 50 , 235 ," 3,622 ",6.49
City of Miller,SD,Publicly Owned, 181 , 175 ," 4,662 ",3.75
City of Onida,SD,Publicly Owned, 90 , 179 ," 2,230 ",8.03
City of Parker,SD,Publicly Owned, 135 , 320 ," 4,268 ",7.50
City of Plankinton,SD,Publicly Owned, 89 , 124 ," 2,500 ",4.96
City of Sioux Falls,SD,Publicly Owned, 869 ," 3,798 "," 75,870 ",5.01
City of Tyndall,SD,Publicly Owned, 127 , 307 ," 4,637 ",6.62
City of Vermillion,SD,Publicly Owned, 537 ," 1,110 "," 26,659 ",4.16
City of Volga,SD,Publicly Owned, 129 ," 1,970 "," 45,153 ",4.36
City of Wessington Springs,SD,Publicly Owned, 121 , 266 ," 4,431 ",6.00
City of White,SD,Publicly Owned, 44 , 82 ," 1,253 ",6.54
Clay-Union Electric Corp,SD,Cooperative, 358 , 564 ," 9,238 ",6.11
"Codington-Clark Elec Coop, Inc",SD,Cooperative, 125 , 990 ," 16,952 ",5.84
Dakota Energy Coop Inc,SD,Cooperative, 595 ," 1,430 "," 21,270 ",6.72
"Douglas Electric Coop, Inc",SD,Cooperative, 65 , 298 ," 4,721 ",6.31
"FEM Electric Assn, Inc",SD,Cooperative, 184 ," 1,286 "," 21,791 ",5.90
"Grand Electric Coop, Inc",SD,Cooperative, 469 ," 1,513 "," 16,905 ",8.95
H-D Electric Coop Inc,SD,Cooperative, 161 , 860 ," 14,088 ",6.10
Heartland Consumers Power Dist,SD,Publicly Owned, 1 , 25 , 606 ,4.13
"Kingsbury Electric Coop, Inc",SD,Cooperative, 27 , 150 ," 2,271 ",6.61
"LaCreek Electric Assn, Inc",SD,Cooperative, 416 ," 1,761 "," 29,012 ",6.07
"Lake Region Electric Assn, Inc",SD,Cooperative, 861 ," 1,021 "," 13,751 ",7.42
"McCook Electric Coop, Inc",SD,Cooperative, 122 , 636 ," 8,952 ",7.10
MDU Resources Group Inc,SD,Investor Owned," 1,929 "," 4,524 "," 60,170 ",7.52
MidAmerican Energy Co,SD,Investor Owned, 664 ," 2,624 "," 42,151 ",6.23
Moreau-Grand Electric Coop Inc,SD,Cooperative, 667 ," 1,725 "," 29,047 ",5.94
Nebraska Public Power District,SD,Publicly Owned, 195 , 736 ," 15,806 ",4.66
"Niobrara Electric Assn, Inc",SD,Cooperative, 9 , 6 , 39 ,15.38
"Northern Electric Coop, Inc",SD,Cooperative, 555 ," 2,245 "," 38,597 ",5.82
Northern States Power Co,SD,Investor Owned," 9,353 "," 45,878 "," 792,481 ",5.79
NorthWestern Energy,SD,Investor Owned," 11,046 "," 39,775 "," 551,508 ",7.21
Oahe Electric Coop Inc,SD,Cooperative, 295 , 935 ," 13,405 ",6.98
Otter Tail Power Co,SD,Investor Owned," 2,688 "," 11,190 "," 211,957 ",5.28
Pierre City of,SD,Publicly Owned, 958 ," 1,792 "," 33,086 ",5.42
Rosebud Electric Coop Inc,SD,Cooperative, 662 , 996 ," 19,111 ",5.21
Sioux Valley SW Elec Coop,SD,Cooperative," 1,514 "," 6,311 "," 83,239 ",7.58
Southeastern Electric Coop Inc,SD,Cooperative," 1,122 "," 5,057 "," 96,973 ",5.21
Town of Langford,SD,Publicly Owned, 35 , 43 ," 1,120 ",3.84
"Traverse Electric Coop, Inc",SD,Cooperative, 115 , 188 ," 2,827 ",6.65
Union County Electric Coop Inc,SD,Cooperative, 65 , 187 ," 2,728 ",6.85
Watertown Municipal Utilities,SD,Publicly Owned," 1,750 "," 1,895 "," 31,461 ",6.02
West Central Electric Coop Inc,SD,Cooperative, 921 ," 3,386 "," 48,082 ",7.04
West River Electric Assn Inc,SD,Cooperative," 2,245 "," 4,135 "," 52,799 ",7.83
Western Area Power Administration,SD,Federal, 18 ," 4,327 "," 302,363 ",1.43
Whetstone Valley Elec Coop Inc,SD,Cooperative, 861 ," 1,252 "," 19,112 ",6.55
Winner Municipal Utility,SD,Publicly Owned, 400 , 984 ," 19,904 ",4.94
Appalachian Electric Coop,TN,Cooperative," 5,612 "," 14,380 "," 197,099 ",7.30
Athens Utility Board,TN,Publicly Owned," 2,394 "," 11,142 "," 167,373 ",6.66
Benton County,TN,Publicly Owned," 1,803 "," 4,501 "," 58,728 ",7.66
Bristol City of,TN,Publicly Owned," 4,076 "," 14,360 "," 239,404 ",6.00
"Caney Fork Electric Coop, Inc",TN,Cooperative," 4,548 "," 9,743 "," 115,649 ",8.42
Carroll County,TN,Publicly Owned," 2,958 "," 7,603 "," 110,733 ",6.87
Chattanooga City of,TN,Publicly Owned," 21,700 "," 118,555 "," 1,842,175 ",6.44
"Chickasaw Electric Coop, Inc",TN,Cooperative," 2,245 "," 5,105 "," 78,775 ",6.48
City of Alcoa Utilities,TN,Publicly Owned," 4,251 "," 12,458 "," 180,030 ",6.92
City of Bolivar,TN,Publicly Owned," 2,241 "," 5,415 "," 67,332 ",8.04
City of Brownsville,TN,Publicly Owned, 983 ," 3,328 "," 54,707 ",6.08
City of Covington,TN,Publicly Owned," 1,071 "," 4,298 "," 68,447 ",6.28
City of Dayton,TN,Publicly Owned," 1,741 "," 6,014 "," 89,726 ",6.70
City of Dickson,TN,Publicly Owned," 4,637 "," 15,272 "," 220,489 ",6.93
City of Dyersburg,TN,Publicly Owned," 2,209 "," 8,557 "," 125,386 ",6.82
City of Elizabethton,TN,Publicly Owned," 4,126 "," 11,016 "," 159,049 ",6.93
City of Etowah,TN,Publicly Owned, 692 ," 2,039 "," 29,470 ",6.92
City of Fayetteville,TN,Publicly Owned," 2,391 "," 8,150 "," 107,058 ",7.61
City of Gallatin,TN,Publicly Owned," 2,024 "," 9,625 "," 164,134 ",5.86
City of Harriman,TN,Publicly Owned," 1,707 "," 5,395 "," 68,525 ",7.87
City of Humboldt,TN,Publicly Owned, 919 ," 3,836 "," 62,238 ",6.16
City of Jackson,TN,Publicly Owned," 5,771 "," 34,448 "," 511,701 ",6.73
City of Jellico,TN,Publicly Owned, 504 ," 1,756 "," 24,312 ",7.22
City of LaFollette,TN,Publicly Owned," 2,818 "," 8,818 "," 117,530 ",7.50
City of Lawrenceburg,TN,Publicly Owned," 2,878 "," 9,735 "," 132,150 ",7.37
City of Lewisburg,TN,Publicly Owned," 1,391 "," 5,851 "," 86,570 ",6.76
City of Lexington,TN,Publicly Owned," 3,759 "," 9,452 "," 134,160 ",7.05
City of Milan,TN,Publicly Owned," 1,533 "," 4,022 "," 60,144 ",6.69
City of Morristown,TN,Publicly Owned," 3,020 "," 17,831 "," 282,311 ",6.32
City of Mt Pleasant,TN,Publicly Owned, 632 ," 2,720 "," 40,649 ",6.69
City of Murfreesboro,TN,Publicly Owned," 4,868 "," 28,572 "," 470,754 ",6.07
City of Newbern,TN,Publicly Owned, 314 ," 1,041 "," 14,916 ",6.98
City of Newport,TN,Publicly Owned," 3,987 "," 9,761 "," 135,458 ",7.21
City of Oak Ridge,TN,Publicly Owned," 2,086 "," 17,428 "," 258,797 ",6.73
City of Paris,TN,Publicly Owned," 5,130 "," 11,034 "," 164,559 ",6.71
City of Pulaski,TN,Publicly Owned," 2,472 "," 8,290 "," 107,688 ",7.70
City of Ripley,TN,Publicly Owned," 1,377 "," 4,545 "," 68,901 ",6.60
City of Rockwood,TN,Publicly Owned," 2,301 "," 6,895 "," 92,135 ",7.48
City of Shelbyville,TN,Publicly Owned," 1,455 "," 7,703 "," 118,165 ",6.52
City of Smithville,TN,Publicly Owned, 548 ," 2,781 "," 43,796 ",6.35
City of Somerville,TN,Publicly Owned, 377 ," 1,216 "," 19,279 ",6.31
City of Sparta,TN,Publicly Owned, 869 ," 3,616 "," 59,298 ",6.10
City of Springfield,TN,Publicly Owned," 1,257 "," 6,240 "," 98,167 ",6.36
City of Sweetwater,TN,Publicly Owned," 1,724 "," 4,432 "," 66,151 ",6.70
City of Trenton,TN,Publicly Owned, 638 ," 2,606 "," 38,284 ",6.81
City of Union City,TN,Publicly Owned," 1,123 "," 5,677 "," 87,359 ",6.50
City of Winchester,TN,Publicly Owned," 1,058 "," 4,890 "," 79,955 ",6.12
Clarksville City of,TN,Publicly Owned," 6,112 "," 24,870 "," 382,263 ",6.51
Cleveland City of,TN,Publicly Owned," 3,860 "," 21,111 "," 325,504 ",6.49
Clinton City of,TN,Publicly Owned," 3,480 "," 13,766 "," 194,404 ",7.08
Columbia Power System,TN,Publicly Owned," 3,570 "," 15,547 "," 228,174 ",6.81
Cookeville City of,TN,Publicly Owned," 2,888 "," 15,118 "," 233,601 ",6.47
Cumberland Elec Member Corp,TN,Cooperative," 11,059 "," 28,611 "," 397,165 ",7.20
Duck River Elec Member Corp,TN,Cooperative," 9,508 "," 25,755 "," 353,485 ",7.29
Entergy Arkansas Inc,TN,Investor Owned, 5 , 7 , 104 ,6.73
Erwin Town of,TN,Publicly Owned," 1,295 "," 4,037 "," 62,298 ",6.48
"Forked Deer Electric Coop, Inc",TN,Cooperative," 1,461 "," 1,749 "," 16,937 ",10.33
Fort Loudoun Electric Coop,TN,Cooperative," 3,215 "," 7,377 "," 99,831 ",7.39
French Broad Elec Member Corp,TN,Cooperative, 33 , 95 ," 1,242 ",7.65
Gibson Electric Members Corp,TN,Cooperative," 5,702 "," 12,792 "," 160,937 ",7.95
Greeneville City of,TN,Publicly Owned," 6,469 "," 18,987 "," 276,750 ",6.86
"Holston Electric Coop, Inc",TN,Cooperative," 4,511 "," 8,706 "," 120,865 ",7.20
Johnson City City of,TN,Publicly Owned," 9,443 "," 39,592 "," 592,935 ",6.68
Kingsport Power Co,TN,Investor Owned," 5,418 "," 21,475 "," 421,054 ",5.10
Knoxville Utilities Board,TN,Publicly Owned," 21,606 "," 118,941 "," 1,794,683 ",6.63
Lenoir City City of,TN,Publicly Owned," 8,354 "," 31,134 "," 483,919 ",6.43
Loudon Utilities Board,TN,Publicly Owned," 1,391 "," 6,115 "," 88,860 ",6.88
Maryville Utilities,TN,Publicly Owned," 2,742 "," 14,895 "," 231,488 ",6.43
McMinnville Electric System,TN,Publicly Owned," 1,804 "," 7,101 "," 105,223 ",6.75
Memphis City of,TN,Publicly Owned," 50,725 "," 303,198 "," 4,664,215 ",6.50
Meriwether Lewis Electric Coop,TN,Cooperative," 5,506 "," 16,006 "," 200,918 ",7.97
Middle Tennessee E M C,TN,Cooperative," 19,053 "," 80,051 "," 1,231,761 ",6.50
"Mountain Electric Coop, Inc",TN,Cooperative," 2,135 "," 4,907 "," 63,793 ",7.69
Nashville Electric Service,TN,Publicly Owned," 39,006 "," 289,363 "," 4,419,359 ",6.55
Pickwick Electric Coop,TN,Cooperative," 3,930 "," 9,913 "," 134,635 ",7.36
Plateau Electric Cooperative,TN,Cooperative," 2,648 "," 7,698 "," 96,543 ",7.97
Powell Valley Electric Coop,TN,Cooperative," 2,973 "," 8,265 "," 110,051 ",7.51
Sequachee Valley Electric Coop,TN,Cooperative," 4,910 "," 15,256 "," 213,211 ",7.16
Sevier County Electric System,TN,Publicly Owned," 16,910 "," 49,172 "," 738,640 ",6.66
South Kentucky Rural E C C,TN,Cooperative, 30 , 46 , 699 ,6.58
Southwest Tennessee E M C,TN,Cooperative," 7,182 "," 15,407 "," 194,071 ",7.94
Tennessee Valley Electric Coop,TN,Cooperative," 3,405 "," 10,154 "," 133,161 ",7.63
Tri-County Elec Member Corp,TN,Cooperative," 4,376 "," 11,352 "," 144,416 ",7.86
Tri-State Electric Member Corp,TN,Cooperative, 426 ," 1,280 "," 15,766 ",8.12
Tullahoma Board-Public Utils,TN,Publicly Owned," 1,747 "," 9,888 "," 159,746 ",6.19
Upper Cumberland E M C,TN,Cooperative," 6,612 "," 17,550 "," 220,311 ",7.97
Volunteer Electric Coop,TN,Cooperative," 14,458 "," 35,360 "," 490,645 ",7.21
Weakley County Mun Elec Sys,TN,Publicly Owned," 3,863 "," 10,832 "," 157,639 ",6.87
ACN Energy Inc,TX,Power Marketer," 3,330 "," 15,147 "," 128,386 ",11.80
AEP Texas Commercial & Ind,TX,Power Marketer," 1,036 "," 11,931 "," 185,639 ",6.43
Ampro Energy Inc,TX,Power Marketer," 2,933 "," 3,458 "," 50,970 ",6.78
Austin Energy,TX,Publicly Owned," 38,966 "," 412,349 "," 5,108,921 ",8.07
Bailey County Elec Coop Assn,TX,Cooperative, 446 ," 1,809 "," 21,735 ",8.32
"Bandera Electric Coop, Inc",TX,Cooperative," 2,697 "," 8,263 "," 110,415 ",7.48
"Bartlett Electric Coop, Inc",TX,Cooperative, 715 ," 1,851 "," 20,079 ",9.22
"Belfalls Electric Coop, Inc",TX,Cooperative," 1,361 "," 1,665 "," 21,114 ",7.89
Bellville City of,TX,Publicly Owned, 374 ," 1,905 "," 25,092 ",7.59
"Big Country Electric Coop, Inc",TX,Cooperative," 4,068 "," 11,483 "," 126,156 ",9.10
"Bluebonnett Electric Coop, Inc",TX,Cooperative," 7,479 "," 13,135 "," 164,351 ",7.99
"Bowie-Cass Electric Coop, Inc",TX,Cooperative," 2,994 "," 5,600 "," 73,245 ",7.65
Bridgeport City of,TX,Publicly Owned, 403 ," 1,712 "," 21,052 ",8.13
Brownsville Public Utilities Board,TX,Publicly Owned," 4,480 "," 12,908 "," 112,491 ",11.47
Cap Rock Energy Corporation,TX,Investor Owned," 14,182 "," 26,632 "," 231,602 ",11.50
"Central Texas Elec Coop, Inc",TX,Cooperative," 2,428 "," 6,038 "," 75,140 ",8.04
Cherokee County Elec Coop Assn,TX,Cooperative," 1,133 "," 3,516 "," 40,263 ",8.73
Cirro Corporation,TX,Power Marketer," 5,645 "," 83,387 "," 1,184,716 ",7.04
City of Bartlett,TX,Publicly Owned, 60 , 263 ," 1,920 ",13.70
City of Bastrop,TX,Publicly Owned, 522 ," 2,182 "," 29,169 ",7.48
City of Boerne,TX,Publicly Owned, 908 ," 4,300 "," 52,217 ",8.23
City of Bowie,TX,Publicly Owned, 661 ," 2,251 "," 23,914 ",9.41
City of Brady,TX,Publicly Owned, 589 ," 2,385 "," 34,515 ",6.91
City of Brenham,TX,Publicly Owned," 1,374 "," 5,287 "," 80,133 ",6.60
City of Brownfield,TX,Publicly Owned, 757 ," 2,644 "," 31,340 ",8.44
City of Bryan,TX,Publicly Owned," 5,736 "," 31,208 "," 397,841 ",7.84
City of Burnet,TX,Publicly Owned, 659 ," 1,124 "," 11,922 ",9.43
City of Caldwell,TX,Publicly Owned, 404 ," 2,133 "," 26,041 ",8.19
City of Castroville,TX,Publicly Owned, 166 , 775 ," 10,866 ",7.13
City of Coleman,TX,Publicly Owned, 508 ," 1,218 "," 11,143 ",10.93
City of College Station,TX,Publicly Owned," 4,235 "," 19,809 "," 305,408 ",6.49
City of Denton,TX,Publicly Owned," 4,690 "," 25,744 "," 255,462 ",10.08
City of Electra,TX,Publicly Owned, 206 , 494 ," 4,159 ",11.88
City of Flatonia,TX,Publicly Owned, 194 , 228 ," 2,528 ",9.02
City of Floresville,TX,Publicly Owned," 2,238 "," 6,537 "," 77,241 ",8.46
City of Floydada,TX,Publicly Owned, 253 , 585 ," 8,076 ",7.24
City of Fredericksburg,TX,Publicly Owned," 1,041 "," 4,152 "," 67,086 ",6.19
City of Garland,TX,Publicly Owned," 5,882 "," 70,228 "," 919,305 ",7.64
City of Giddings,TX,Publicly Owned, 629 ," 1,747 "," 28,108 ",6.22
City of Goldsmith,TX,Publicly Owned, 42 , 82 , 728 ,11.26
City of Goldthwaite,TX,Publicly Owned, 254 , 454 ," 4,830 ",9.40
City of Gonzales,TX,Publicly Owned, 571 ," 1,486 "," 19,680 ",7.55
City of Granbury,TX,Publicly Owned, 720 ," 3,956 "," 51,764 ",7.64
City of Hallettsville,TX,Publicly Owned, 398 ," 1,567 "," 20,291 ",7.72
City of Hearne,TX,Publicly Owned, 400 ," 1,607 "," 18,558 ",8.66
City of Hempstead,TX,Publicly Owned, 286 ," 1,658 "," 22,249 ",7.45
City of Hondo,TX,Publicly Owned, 445 ," 2,293 "," 26,783 ",8.56
City of Jasper,TX,Publicly Owned, 950 ," 3,745 "," 37,737 ",9.92
City of La Grange,TX,Publicly Owned, 449 , 648 ," 8,641 ",7.50
City of Lexington,TX,Publicly Owned, 71 , 237 ," 2,304 ",10.29
City of Liberty,TX,Publicly Owned, 837 ," 4,766 "," 54,858 ",8.69
City of Livingston,TX,Publicly Owned, 900 ," 3,928 "," 45,798 ",8.58
City of Llano,TX,Publicly Owned, 390 ," 1,934 "," 22,165 ",8.73
City of Lockhart,TX,Publicly Owned, 847 ," 2,384 "," 29,029 ",8.21
City of Lubbock,TX,Publicly Owned," 7,623 "," 30,256 "," 469,937 ",6.44
City of Luling,TX,Publicly Owned, 550 ," 2,016 "," 22,134 ",9.11
City of Mason,TX,Publicly Owned, 335 , 746 ," 8,980 ",8.31
City of Moulton,TX,Publicly Owned, 86 , 177 ," 1,647 ",10.75
City of New Braunfels,TX,Publicly Owned," 3,510 "," 18,923 "," 263,472 ",7.18
City of Robstown,TX,Publicly Owned," 1,238 "," 3,946 "," 42,467 ",9.29
City of San Augustine,TX,Publicly Owned, 247 ," 1,227 "," 14,379 ",8.53
City of San Marcos,TX,Publicly Owned," 3,383 "," 11,977 "," 176,928 ",6.77
City of San Saba,TX,Publicly Owned, 604 , 856 ," 17,401 ",4.92
City of Sanger,TX,Publicly Owned, 294 , 613 ," 8,269 ",7.41
City of Schulenburg,TX,Publicly Owned, 263 , 375 ," 3,854 ",9.73
City of Seymour,TX,Publicly Owned, 411 , 819 ," 8,201 ",9.99
City of Shiner,TX,Publicly Owned, 168 ," 1,556 "," 22,757 ",6.84
