"Table 16. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                Average Revenue per Kilowatthour for the Industrial Sector by State,,,,,
"                Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
Lincoln County Power Dist No 1,Publicly Owned,89,995,"16,509",6.03
"Mt Wheeler Power, Inc",Cooperative,89,"4,275","64,353",6.64
Nevada Power Company,Investor-Owned,"1,242","520,116","6,293,991",8.26
Plumas-Sierra Rural Elec Coop,Cooperative,2,1,9,11.11
Raft River Rural Elec Coop Inc,Cooperative,123,"1,243","35,263",3.52
Sierra Pacific Power Co,Investor-Owned,97,"263,039","3,641,288",7.22
Wells Rural Electric Co,Cooperative,10,"17,533","556,224",3.15
 State Total,,"1,849","824,237","11,372,586",7.25
New Hampshire,,,,,
Ashland Town of,Publicly Owned,4,673,"8,610",7.82
Concord Electric Co,Investor-Owned,70,"12,816","152,668",8.39
Connecticut Valley Elec Co Inc,Investor-Owned,2,"1,870","20,903",8.95
Exeter & Hampton Electric Co,Investor-Owned,56,"13,015","165,144",7.88
Granite State Electric Co,Investor-Owned,237,"7,408","91,909",8.06
Littleton Town of,Publicly Owned,20,"3,095","40,222",7.69
New Hampshire Elec Coop Inc,Cooperative,10,"4,870","52,050",9.36
Public Service Co of NH,Investor-Owned,"2,818","150,582","1,646,481",9.15
Wolfeboro Town of,Publicly Owned,15,"1,322","13,455",9.83
Woodsville Precinct of,Publicly Owned,9,897,"11,380",7.88
 State Total,,"3,241","196,548","2,202,822",8.92
New Jersey,,,,,
Atlantic City Electric Co,Investor-Owned,994,"62,589","739,644",8.46
Jersey Central Power & Lt Co,Investor-Owned,"2,773","241,606","3,045,994",7.93
Madison Borough of,Publicly Owned,780,"7,629","80,224",9.51
Milltown Borough of,Publicly Owned,8,"1,243","9,000",13.81
Public Service Elec & Gas Co,Investor-Owned,"8,539","495,658","6,684,529",7.42
Rockland Electric Co,Investor-Owned,105,"4,873","62,972",7.74
South River Borough of,Publicly Owned,37,549,"4,870",11.27
Sussex Rural Electric Coop Inc,Cooperative,15,"1,206","14,034",8.59
Vineland City of,Publicly Owned,51,"18,057","206,041",8.76
 State Total,,"13,302","833,410","10,847,308",7.68
New Mexico,,,,,
"Central New Mexico El Coop, Inc",Cooperative,1,22,88,25.00
"Central Valley Elec Coop, Inc",Cooperative,737,"15,717","443,818",3.54
"Columbus Electric Coop, Inc",Cooperative,1,"1,061","12,357",8.59
Continental Divide El Coop Inc,Cooperative,11,"8,359","213,315",3.92
El Paso Electric Company,Investor-Owned,24,"5,472","90,425",6.05
Farmington City of,Publicly Owned,7,"24,299","485,454",5.01
"Jemez Mountains Elec Coop, Inc",Cooperative,6,"1,338","20,492",6.53
"Kit Carson Electric Coop, Inc",Cooperative,10,"3,536","61,779",5.72
"Lea County Electric Coop, Inc",Cooperative,16,"10,329","263,930",3.91
"Mora-San Miguel Elec Coop, Inc",Cooperative,1,258,"3,769",6.85
Otero County Electric Coop Inc,Cooperative,123,"2,935","35,400",8.29
Public Service Co of NM,Investor-Owned,311,"82,009","1,612,723",5.09
Roosevelt County Elec Coop Inc,Cooperative,120,"2,425","43,933",5.52
"Socorro Electric Coop, Inc",Cooperative,9,"2,465","38,842",6.35
Southwestern Electric Coop Inc,Cooperative,1,"12,273","376,291",3.26
Southwestern Public Service Co,Investor-Owned,38,"31,413","1,029,495",3.05
"Springer Electric Coop, Inc",Cooperative,2,"1,943","52,927",3.67
Texas-New Mexico Power Co,Investor-Owned,2,"32,070","530,720",6.04
 State Total,,"1,420","237,924","5,315,758",4.48
New York,,,,,
Akron Village of,Publicly Owned,39,"1,101","33,133",3.32
Arcade Village of,Publicly Owned,17,"1,084","41,094",2.64
Bath Electric Gas & Water Sys,Publicly Owned,25,649,"18,133",3.58
Bergen Village of,Publicly Owned,6,862,"17,737",4.86
Boonville Village of,Publicly Owned,62,672,"21,009",3.20
Brocton Village of,Publicly Owned,2,45,"1,694",2.66
Castile Village of,Publicly Owned,14,65,"1,525",4.26
Central Hudson Gas & Elec Corp,Investor-Owned,"1,027","50,031","1,000,051",5.00
Consolidated Edison Co-NY Inc,Investor-Owned,388,"60,976","468,108",13.03
"Delaware County Elec Cooperative, Inc",Cooperative,2,451,"7,772",5.80
Endicott Village of,Publicly Owned,49,529,"16,071",3.29
Energetix,Power Marketer,998,"11,198","124,039",9.03
Fairport Village of,Publicly Owned,14,"1,647","74,973",2.20
Frankfort Village of,Publicly Owned,3,275,"5,178",5.31
Greene Village of,Publicly Owned,48,593,"18,228",3.25
Greenport Village of,Publicly Owned,7,291,"4,945",5.88
Groton Village of,Publicly Owned,10,217,"5,555",3.91
Hamilton Village of,Publicly Owned,83,908,"33,408",2.72
Holley Village of,Publicly Owned,26,346,"13,700",2.53
Ilion Village of,Publicly Owned,107,538,"18,398",2.92
Jamestown Board of Public Util,Publicly Owned,128,"6,553","179,567",3.65
Little Valley Village of,Publicly Owned,6,283,"5,946",4.76
Marathon Village of,Publicly Owned,45,234,"6,642",3.52
Massena Town of,Publicly Owned,170,"2,339","59,726",3.92
Mayville Village of,Publicly Owned,7,308,"8,257",3.73
Mohawk Municipal Comm,Publicly Owned,1,79,"1,801",4.39
New York Power Authority,Publicly Owned,21,"95,212","4,805,037",1.98
New York State Elec & Gas Corp,Investor-Owned,"2,376","187,503","2,891,026",6.49
Niagara Mohawk Power Corp,Investor-Owned,"1,469","445,117","9,185,488",4.85
Orange & Rockland Utils Inc,Investor-Owned,95,"17,474","288,227",6.06
Penn Yan Village of,Publicly Owned,58,"1,413","41,792",3.38
Pennsylvania Electric Co,Investor-Owned,14,"2,734","42,867",6.38
Philadelphia Village of,Publicly Owned,15,70,"2,020",3.47
Plattsburgh City of,Publicly Owned,5,"5,253","244,054",2.15
Richmondville Village of,Publicly Owned,23,171,"3,815",4.48
Rochester Gas and Electric Corporation,Investor-Owned,900,"92,023","1,380,190",6.67
Rouses Point Village of,Publicly Owned,2,"3,113","99,240",3.14
Salamanca City of,Publicly Owned,60,962,"34,105",2.82
Sherburne Village of,Publicly Owned,1,391,"16,709",2.34
Sherrill City of,Publicly Owned,15,"1,037","42,629",2.43
Silver Springs Village of,Publicly Owned,16,58,"1,797",3.23
Skaneateles Village of,Publicly Owned,31,270,"10,200",2.65
Solvay Village of,Publicly Owned,19,"9,150","354,246",2.58
Spencerport Village of,Publicly Owned,68,540,"15,476",3.49
Springville Village of,Publicly Owned,21,795,"22,360",3.56
Theresa Village of,Publicly Owned,8,25,817,3.06
Tupper Lake Village of,Publicly Owned,53,652,"28,049",2.32
Watkins Glen Village of,Publicly Owned,109,"1,062","37,359",2.84
Wellsville Village of,Publicly Owned,66,668,"22,649",2.95
Westfield Village of,Publicly Owned,21,756,"21,762",3.47
 State Total,,"8,750","1,008,723","21,778,604",4.63
North Carolina,,,,,
Albemarle City of,Publicly Owned,18,"2,767","48,674",5.68
Albemarle Electric Member Corp,Cooperative,2,156,"2,722",5.73
Ayden Town of,Publicly Owned,1,"2,296","33,298",6.90
Blue Ridge Elec Member Corp,Cooperative,12,"2,605","147,963",1.76
Carolina Power & Light Co,Investor-Owned,"3,811","486,359","9,873,037",4.93
Central Electric Membership Corporation,Cooperative,12,"1,673","28,206",5.93
Cherryville City of,Publicly Owned,13,309,"3,807",8.12
Clayton Town of,Publicly Owned,77,"1,136","16,192",7.02
Concord City of,Publicly Owned,56,"3,507","64,878",5.41
Duke Energy Corporation,Investor-Owned,"6,063","703,143","15,742,821",4.47
Edenton Town of,Publicly Owned,29,"2,292","29,713",7.71
Edgecombe-Martin County E M C,Cooperative,6,"2,494","54,591",4.57
EnergyUnited Elec Member Corp,Cooperative,21,"5,420","124,718",4.35
Enfield Town of,Publicly Owned,3,632,"10,533",6.00
Fountain Town of,Publicly Owned,1,9,102,8.82
Four County Elec Member Corp,Cooperative,11,"7,845","224,618",3.49
French Broad Elec Member Corp,Cooperative,8,"7,232","115,879",6.24
Gastonia City of,Publicly Owned,83,"5,441","87,804",6.20
Granite Falls Town of,Publicly Owned,23,557,"7,371",7.56
Greenville Utilities Comm,Publicly Owned,258,"17,038","278,564",6.12
Haywood Electric Member Corp,Cooperative,9,376,"5,258",7.15
High Point Town of,Publicly Owned,360,"7,620","173,546",4.39
Hookerton Town of,Publicly Owned,1,20,228,8.77
Kings Mountain City of,Publicly Owned,17,"1,317","21,576",6.10
Kinston City of,Publicly Owned,10,"7,904","138,202",5.72
Landis Town of,Publicly Owned,1,142,"2,800",5.07
Lexington City of,Publicly Owned,65,"6,511","94,522",6.89
Lincolnton City of,Publicly Owned,3,12,125,9.60
Louisburg Town of,Publicly Owned,15,"1,212","15,320",7.91
Lumbee River Elec Member Corp,Cooperative,9,"2,906","71,824",4.05
Lumberton City of,Publicly Owned,3,732,"10,866",6.74
Maiden Town of,Publicly Owned,45,"3,019","48,241",6.26
Monroe City of,Publicly Owned,113,"16,009","326,554",4.90
Morganton City of,Publicly Owned,42,"6,040","111,937",5.40
"Mountain Electric Coop, Inc",Cooperative,8,"1,202","18,657",6.44
Murphy Town of,Publicly Owned,3,"2,337","51,603",4.53
New Bern City of,Publicly Owned,7,"4,687","73,166",6.41
New River Light & Power Co,Publicly Owned,3,536,"8,464",6.33
Newton City of,Publicly Owned,68,"2,006","33,172",6.05
Pee Dee Electric Member Corp,Cooperative,2,294,"4,630",6.35
Piedmont Electric Member Corp,Cooperative,1,392,"9,811",4.00
Pinetops Town of,Publicly Owned,3,541,"8,008",6.76
Public Works Comm-City of Fayetteville,Publicly Owned,22,"18,547","399,774",4.64
Randolph Electric Member Corp,Cooperative,3,"1,034","20,737",4.99
Roanoke Electric Member Corp,Cooperative,3,887,"17,168",5.17
Robersonville City of,Publicly Owned,5,243,"2,624",9.26
Rocky Mount City of,Publicly Owned,4,"3,222","43,739",7.37
Rutherford Elec Member Corp,Cooperative,20,"4,713","129,411",3.64
Scotland Neck Town of,Publicly Owned,19,146,"2,416",6.04
Shelby City of,Publicly Owned,5,93,"1,737",5.35
Smithfield Town of,Publicly Owned,24,"1,501","27,576",5.44
Stantonsburg Town of,Publicly Owned,8,385,"5,084",7.57
Statesville City of,Publicly Owned,43,"7,700","139,740",5.51
Tarboro Town of,Publicly Owned,59,"8,219","128,180",6.41
Tennessee Valley Authority,Federal,2,259,"5,340",4.85
Tideland Electric Member Corp,Cooperative,2,182,"3,041",5.98
Tri-County Elec Member Corp,Cooperative,3,"4,637","85,225",5.44
Union Electric Membership Corp,Cooperative,2,540,"9,700",5.57
Virginia Electric & Power Co,Investor-Owned,84,"67,728","1,592,430",4.25
Wake Electric Membership Corp,Cooperative,3,"2,166","69,435",3.12
Walstonburg Town of,Publicly Owned,2,1,3,33.33
Washington City of,Publicly Owned,2,"1,367","18,730",7.30
Wilson City of,Publicly Owned,25,"30,377","543,768",5.59
Winterville City of,Publicly Owned,9,925,"11,230",8.24
 State Total,,"11,645","1,473,598","31,381,089",4.70
North Dakota,,,,,
Basin Electric Power Coop,Cooperative,2,"30,680","917,718",3.34
"Capital Electric Coop, Inc",Cooperative,11,"1,279","21,760",5.88
Cass County Electric Coop Inc,Cooperative,18,"2,005","60,469",3.32
"Cavalier Rural Elec Coop, Inc",Cooperative,25,48,802,5.99
Dakota Valley Elec Coop Inc,Cooperative,117,"10,844","278,100",3.90
Grafton City of,Publicly Owned,7,"1,242","31,329",3.96
"KEM Electric Cooperative, Inc",Cooperative,150,678,"7,590",8.93
Lakota City of,Publicly Owned,29,187,"4,520",4.14
"Lower Yellowstone R E A, Inc",Cooperative,58,501,"5,244",9.55
McKenzie Electric Coop Inc,Cooperative,6,"5,332","125,146",4.26
"McLean Electric Coop, Inc",Cooperative,1,323,"8,304",3.89
MDU Resources Group Inc,Investor-Owned,168,"6,521","130,710",4.99
"Minnkota Power Coop, Inc",Cooperative,1,"1,171","41,806",2.80
Mountrail-Williams Elec Coop,Cooperative,1,"1,170","31,862",3.67
Nodak Electric Coop Inc,Cooperative,223,"8,447","222,516",3.80
"North Central Elec Coop, Inc",Cooperative,4,471,"10,268",4.59
Northern Plains Electric Coop,Cooperative,10,"2,994","75,185",3.98
Northern States Power Co,Investor-Owned,28,"12,482","319,618",3.91
Oliver-Mercer Elec Coop Inc,Cooperative,4,"5,434","112,145",4.85
Otter Tail Power Co,Investor-Owned,2,"2,459","53,519",4.59
Park River City of,Publicly Owned,6,283,"5,123",5.52
"Slope Electric Coop, Inc",Cooperative,2,604,"9,580",6.30
Valley City City of,Publicly Owned,1,184,"2,581",7.13
Verendrye Electric Coop Inc,Cooperative,6,"1,989","48,016",4.14
West Plains Electric Coop Inc,Cooperative,724,"7,493","111,864",6.70
 State Total,,"1,604","104,821","2,635,775",3.98
Ohio,,,,,
Amherst City of,Publicly Owned,49,"1,470","24,924",5.90
Arcadia Village of,Publicly Owned,3,68,"1,137",5.98
Arcanum City of,Publicly Owned,15,43,555,7.75
Beach City Village of,Publicly Owned,29,250,"3,042",8.22
Bethel Village of,Publicly Owned,54,651,"6,998",9.30
Blanchester Village of,Publicly Owned,45,469,"10,599",4.42
Bloomdale Village of,Publicly Owned,2,78,"1,297",6.01
Bowling Green City of,Publicly Owned,88,"15,867","313,031",5.07
Bradner Village of,Publicly Owned,3,241,"3,802",6.34
Brewster Village of,Publicly Owned,10,"1,721","31,477",5.47
Bryan City of,Publicly Owned,42,"7,073","140,458",5.04
Butler Rural Electric Coop Inc,Cooperative,2,300,"3,743",8.01
Carey Village of,Publicly Owned,7,"2,796","66,711",4.19
"Carroll Electric Coop, Inc",Cooperative,6,859,"12,443",6.90
Celina City of,Publicly Owned,15,"3,707","70,838",5.23
Cleveland City of,Publicly Owned,20,"35,485","568,799",6.24
Cleveland Electric Illum Co,Investor-Owned,"3,605","442,044","6,832,825",6.47
Clyde Light & Power,Publicly Owned,9,"4,864","140,710",3.46
Columbiana City of,Publicly Owned,18,"1,457","22,057",6.61
Columbus City of,Publicly Owned,583,"38,792","653,477",5.94
Columbus Southern Power Co,Investor-Owned,"2,790","139,695","2,852,329",4.90
Consolidated Electric Coop Inc,Cooperative,5,"1,213","23,258",5.22
Custar City of,Publicly Owned,1,69,813,8.49
Cuyahoga Falls City of,Publicly Owned,170,"12,174","185,039",6.58
Cygnet Village of,Publicly Owned,1,25,218,11.47
Dayton Power & Light Co,Investor-Owned,"1,739","150,709","3,593,676",4.19
Deshler Village of,Publicly Owned,11,586,"9,149",6.41
Dover City of,Publicly Owned,106,"7,231","123,515",5.85
Edgerton Village of,Publicly Owned,11,870,"13,594",6.40
Eldorado Village of,Publicly Owned,3,64,952,6.72
Elmore Village of,Publicly Owned,29,401,"4,706",8.52
"Firelands Electric Coop, Inc",Cooperative,56,844,"13,156",6.42
Galion City of,Publicly Owned,48,"3,051","47,324",6.45
Genoa Village of,Publicly Owned,4,116,"1,422",8.16
Grafton Village of,Publicly Owned,35,206,"2,917",7.06
Greenwich Village of,Publicly Owned,7,446,"9,482",4.70
Guernsey-Muskingum El Coop Inc,Cooperative,2,523,"14,252",3.67
Hamilton City of,Publicly Owned,48,"10,790","192,289",5.61
"Hancock-Wood Electric Cooperative, Inc.",Cooperative,5,"5,086","147,462",3.45
Haskins Village of,Publicly Owned,3,54,332,16.27
Holmes-Wayne Electric Coop Inc,Cooperative,7,"1,502","29,373",5.11
Hubbard City of,Publicly Owned,1,406,"5,656",7.18
Jackson Center Village of,Publicly Owned,12,614,"9,557",6.42
Jackson City of,Publicly Owned,10,"3,878","78,830",4.92
Lakeview Village of,Publicly Owned,17,208,"3,299",6.30
Lebanon City of,Publicly Owned,312,"5,830","76,371",7.63
Licking Rural Electric Inc,Cooperative,9,"1,232","16,076",7.66
Lodi Village of,Publicly Owned,20,871,"10,311",8.45
Logan County Coop Power & Light,Cooperative,7,"2,614","52,182",5.01
"Lorain-Medina R E C, Inc",Cooperative,9,"1,195","27,953",4.28
Lucas Village of,Publicly Owned,9,110,"1,216",9.05
Marshallville Village of,Publicly Owned,3,50,757,6.61
"Mid-Ohio Energy Coop, Inc",Cooperative,3,992,"17,881",5.55
"Midwest Electric, Inc",Cooperative,5,996,"24,792",4.02
Minster Village of,Publicly Owned,38,"2,863","64,470",4.44
Monongahela Power Co,Investor-Owned,919,"35,309","1,192,705",2.96
Monroeville Village of,Publicly Owned,5,"1,997","36,885",5.41
Montpelier Village of,Publicly Owned,39,"2,845","44,400",6.41
Napoleon City of,Publicly Owned,41,"5,434","88,386",6.15
New Bremen Village of,Publicly Owned,3,"1,477","40,493",3.65
New Knoxville Village of,Publicly Owned,4,236,"4,506",5.24
Niles City of,Publicly Owned,98,"5,398","73,120",7.38
"North Central Elec Coop, Inc",Cooperative,6,"4,017","137,007",2.93
"North Western Elec Coop, Inc",Cooperative,2,267,"5,291",5.05
Oak Harbor Village of,Publicly Owned,3,416,"6,675",6.23
Obetz Village of,Publicly Owned,14,"1,043","16,142",6.46
Ohio City Village of,Publicly Owned,12,111,"1,466",7.57
Ohio Edison Co,Investor-Owned,"3,180","368,008","6,635,794",5.55
Ohio Power Co,Investor-Owned,"7,709","531,934","14,653,312",3.63
Ohio Valley Electric Corp,Investor-Owned,1,"10,066","318,659",3.16
Orrville City of,Publicly Owned,12,"6,493","123,672",5.25
Painesville City of,Publicly Owned,5,"3,214","52,284",6.15
"Paulding-Putman Elec Coop, Inc",Cooperative,3,"1,594","45,843",3.48
Pemberville Village of,Publicly Owned,8,640,"10,149",6.31
"Pioneer Rural Elec Coop, Inc",Cooperative,9,"10,057","265,740",3.78
Pioneer Village of,Publicly Owned,5,"1,249","19,545",6.39
Piqua City of,Publicly Owned,19,"4,750","95,461",4.98
Plymouth Village of,Publicly Owned,1,93,"1,383",6.72
Prospect Corporation,Publicly Owned,6,88,"1,071",8.22
Republic Village of,Publicly Owned,2,29,346,8.38
Seville Board of Public Affairs,Publicly Owned,19,688,"10,701",6.43
Shelby City of,Publicly Owned,17,"1,750","30,138",5.81
Shiloh Village of,Publicly Owned,4,71,"1,652",4.30
South Central Power Company,Cooperative,67,"19,613","436,374",4.49
St Marys City of,Publicly Owned,17,"5,554","120,040",4.63
Sycamore Village of,Publicly Owned,2,351,"7,456",4.71
The Cincinnati Gas & Electric Company,Investor-Owned,"2,427","230,479","5,116,622",4.50
The Toledo Edison Co,Investor-Owned,"1,543","207,819","5,032,051",4.13
Tipp City City of,Publicly Owned,38,"3,139","68,495",4.58
Tontogany Village of,Publicly Owned,6,25,455,5.49
"Union Rural Electric Coop, Inc",Cooperative,4,"13,187","324,996",4.06
Versailles Village of,Publicly Owned,9,"1,901","29,793",6.38
Wadsworth City of,Publicly Owned,148,"6,486","111,751",5.80
Wapakoneta City of,Publicly Owned,11,"2,646","69,255",3.82
"Washington Electric Coop, Inc",Cooperative,1,325,"6,703",4.85
Waynesfield Village of,Publicly Owned,1,78,"1,120",6.96
Wellington Village of,Publicly Owned,17,"2,163","33,121",6.53
Westerville City of,Publicly Owned,16,"3,079","84,155",3.66
Wharton Village of,Publicly Owned,1,54,"1,057",5.11
Yellow Springs Village of,Publicly Owned,15,856,"18,906",4.53
 State Total,,"26,610","2,412,778","51,938,708",4.65
Oklahoma,,,,,
Altus City of,Publicly Owned,4,764,"24,750",3.09
Blackwell City of,Publicly Owned,20,"1,563","22,605",6.91
"Caddo Electric Coop, Inc",Cooperative,11,"1,277","18,293",6.98
"Canadian Valley Elec Coop, Inc",Cooperative,16,"2,467","65,726",3.75
"Central Rural Electric Cooperative, Inc",Cooperative,17,"4,619","111,366",4.15
"Choctaw Electric Co-Op, Inc",Cooperative,5,"2,493","56,701",4.40
Cimarron Electric Cooperative,Cooperative,3,786,"19,935",3.94
Claremore City of,Publicly Owned,117,"4,014","122,455",3.28
"Cookson Hills Elec Coop, Inc",Cooperative,5,"1,140","26,147",4.36
"Cotton Electric Coop, Inc",Cooperative,4,"3,416","91,000",3.75
Cushing City of,Publicly Owned,50,"1,840","27,672",6.65
Duncan City of,Publicly Owned,58,"1,561","47,129",3.31
East Central Oklahoma Elec Coop Inc,Cooperative,3,"1,129","26,466",4.27
Edmond City of,Publicly Owned,227,"7,340","141,348",5.19
Empire District Electric Co,Investor-Owned,17,"1,726","36,650",4.71
Fairview City of,Publicly Owned,4,65,"1,233",5.27
Frederick City of,Publicly Owned,62,"1,793","30,462",5.89
Geary City of,Publicly Owned,4,10,102,9.80
Grand River Dam Authority,Publicly Owned,18,"15,724","495,263",3.17
"Harmon Electric Assn, Inc",Cooperative,12,"1,863","40,557",4.59
"Indian Electric Coop, Inc",Cooperative,3,386,"14,092",2.74
Kay Electric Cooperative,Cooperative,8,"2,166","57,776",3.75
"Kiamichi Electric Coop, Inc",Cooperative,5,972,"18,248",5.33
Kingfisher City of,Publicly Owned,1,100,"1,605",6.23
"Kiwash Electric Coop, Inc",Cooperative,2,953,"22,392",4.26
"Lake Region Electric Coop, Inc",Cooperative,67,"1,821","28,317",6.43
Lindsay City of,Publicly Owned,14,259,"4,900",5.29
Mangum City of,Publicly Owned,46,363,"5,180",7.01
Mannford Town of,Publicly Owned,1,420,"9,350",4.49
Marlow City of,Publicly Owned,9,214,"3,427",6.24
Miami City of,Publicly Owned,4,"1,401","32,742",4.28
Newkirk City of,Publicly Owned,44,284,"6,400",4.44
Northeast OK Elec Coop Inc,Cooperative,4,358,"6,047",5.92
"Northfork Electric Coop, Inc",Cooperative,36,"3,088","64,265",4.81
Northwestern Electric Coop Inc,Cooperative,4,"1,974","45,549",4.33
Okeene Public Works Authority,Publicly Owned,3,308,"6,150",5.01
Oklahoma Electric Coop Inc,Cooperative,1,"1,673","39,865",4.20
Oklahoma Gas & Electric Co,Investor-Owned,"8,381","224,803","5,567,976",4.04
Ozarks Electric Coop Corp,Cooperative,28,"1,213","22,517",5.39
Pawnee City of,Publicly Owned,4,29,464,6.25
People's Electric Cooperative,Cooperative,10,"1,713","39,559",4.33
Perry City of,Publicly Owned,3,"1,140","16,593",6.87
Ponca City City of,Publicly Owned,23,"3,121","58,862",5.30
Prague Public Works Authority,Publicly Owned,2,56,"1,308",4.28
Public Service Co of Oklahoma,Investor-Owned,"5,860","162,386","4,840,879",3.35
Red River Valley Rrl Elec Assn,Cooperative,3,"1,307","37,522",3.48
"Rural Electric Coop, Inc",Cooperative,7,"2,824","75,672",3.73
Skiatook Town of,Publicly Owned,9,92,"3,004",3.06
Southeastern Electric Coop Inc,Cooperative,6,"1,025","23,779",4.31
"Southwest Rural Elec Assn, Inc",Cooperative,5,235,"3,684",6.38
Southwestern Public Service Co,Investor-Owned,2,"3,144","86,248",3.65
Stillwater Utilities Authority,Publicly Owned,6,"6,328","161,002",3.93
Stilwell City of,Publicly Owned,5,"1,530","57,822",2.65
Stroud City of,Publicly Owned,4,70,856,8.18
Tahlequah Public Works Auth,Publicly Owned,165,"2,067","37,427",5.52
Tecumseh Utility Authority,Publicly Owned,18,227,"5,937",3.82
Tonkawa City of,Publicly Owned,6,548,"9,569",5.73
"Tri-County Electric Coop, Inc",Cooperative,10,"1,290","19,814",6.51
Verdigris Valley Elec Coop Inc,Cooperative,407,"2,677","39,255",6.82
Wagoner Public Works Authority,Publicly Owned,3,577,"12,983",4.44
Watonga City of,Publicly Owned,2,57,"1,261",4.52
Waynoka City of,Publicly Owned,6,115,"1,363",8.44
 State Total,,"15,884","490,904","12,897,521",3.81
Oregon,,,,,
Bandon City of,Publicly Owned,4,121,"1,732",6.99
Blachly-Lane Cnty Coop El Assn,Cooperative,3,"2,357","53,559",4.40
Bonneville Power Admin,Federal,2,947,"20,338",4.66
Canby Utility Board,Publicly Owned,9,"1,433","31,306",4.58
"Central Electric Coop, Inc",Cooperative,11,"1,281","28,834",4.44
Central Lincoln People's Ut Dt,Publicly Owned,153,"23,439","647,465",3.62
Clatskanie Peoples Util Dist,Publicly Owned,4,"22,656","701,210",3.23
"Columbia Basin Elec Cooperative, Inc",Cooperative,1,94,"1,999",4.70
"Columbia Power Coop Assn, Inc",Cooperative,4,11,82,13.41
Columbia River Peoples Ut Dist,Publicly Owned,9,"8,048","198,893",4.05
"Consumers Power, Inc",Cooperative,25,"3,168","50,514",6.27
"Coos-Curry Electric Coop, Inc",Cooperative,2,"2,141","43,737",4.90
"Douglas Electric Coop, Inc",Cooperative,9,808,"14,678",5.50
Drain City of,Publicly Owned,8,572,"9,432",6.06
Emerald People's Utility Dist,Publicly Owned,10,"4,919","96,062",5.12
Eugene City of,Publicly Owned,5,"28,695","675,935",4.25
Forest Grove City of,Publicly Owned,93,"3,362","92,452",3.64
"Harney Electric Coop, Inc",Cooperative,210,362,"6,817",5.31
Hood River Electric Coop,Cooperative,49,"1,571","32,006",4.91
Idaho Power Co,Investor-Owned,8,"7,626","242,842",3.14
McMinnville City of,Publicly Owned,2,"11,400","364,691",3.13
"Midstate Electric Coop, Inc",Cooperative,3,"1,719","31,275",5.50
Milton-Freewater City of,Publicly Owned,67,"1,087","28,045",3.88
Monmouth City of,Publicly Owned,42,963,"18,055",5.33
Northern Wasco County PUD,Publicly Owned,137,"4,557","118,760",3.84
"Oregon Trail El Cons Coop, Inc",Cooperative,13,"10,627","172,302",6.17
PacifiCorp,Investor-Owned,"10,202","140,568","3,419,264",4.11
Portland General Electric Company,Investor-Owned,261,"268,200","4,612,264",5.81
Salem City of,Cooperative,13,"6,533","124,910",5.23
Springfield City of,Publicly Owned,14,"7,219","142,806",5.06
Surprise Valley Electrification Corp.,Cooperative,12,60,650,9.23
Tillamook Peoples Utility Dist,Publicly Owned,4,"3,188","68,575",4.65
Umatilla Electric Coop Assn,Cooperative,12,"9,463","215,364",4.39
"Wasco Electric Coop, Inc",Cooperative,9,672,"15,635",4.30
West Oregon Electric Coop Inc,Cooperative,50,957,"13,398",7.14
 State Total,,"11,460","580,824","12,295,887",4.72
Pennsylvania,,,,,
Adams Electric Cooperative Inc,Cooperative,3,"1,212","20,613",5.88
"Bedford Rural Elec Coop, Inc",Cooperative,63,"1,792","19,563",9.16
Berlin Borough of,Publicly Owned,1,248,"3,980",6.23
Blakely Borough of,Publicly Owned,43,"1,340","13,366",10.03
Catawissa Borough of,Publicly Owned,7,254,"3,323",7.64
Chambersburg Borough of,Publicly Owned,20,"3,281","88,897",3.69
Citizens Electric Co,Investor-Owned,36,"3,814","54,896",6.95
"Claverack Rural Elec Coop, Inc",Cooperative,32,"1,127","14,194",7.94
Duquesne Light Co,Investor-Owned,"1,181","158,619","3,067,355",5.17
Ellwood City Borough of,Publicly Owned,10,772,"11,348",6.80
Ephrata Borough of,Publicly Owned,24,855,"11,154",7.67
Girard Borough of,Publicly Owned,73,"2,161","27,572",7.84
Grove City Borough of,Publicly Owned,7,981,"17,966",5.46
Kutztown Borough of,Publicly Owned,5,"1,222","18,736",6.52
Lansdale Borough of,Publicly Owned,31,"3,284","47,776",6.87
Metropolitan Edison Co,Investor-Owned,"1,877","162,979","2,369,628",6.88
Middletown Borough of,Publicly Owned,104,"2,664","34,843",7.65
Mifflinburg Borough of,Publicly Owned,46,"1,674","25,577",6.54
Mont Alto Borough,Publicly Owned,1,11,109,10.09
"New Enterprise R E C, Inc",Cooperative,12,270,"2,789",9.68
"Northwestern Rural E C A, Inc",Cooperative,3,701,"8,773",7.99
Olyphant Borough of,Publicly Owned,18,337,"3,221",10.46
PECO Energy Co,Investor-Owned,"3,012","1,075,190","14,765,926",7.28
Pennsylvania Electric Co,Investor-Owned,"2,585","210,125","3,508,037",5.99
Pennsylvania Power Co,Investor-Owned,220,"79,883","1,503,897",5.31
Perkasie Borough of,Publicly Owned,15,797,"10,442",7.63
Pitcairn Borough of,Publicly Owned,1,9,124,7.26
PPL Electric Utilities Corp,Investor-Owned,"4,788","501,333","9,200,387",5.45
Quakertown Borough of,Publicly Owned,68,"3,014","41,788",7.21
