"Table 14. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                 Average Revenue per Kilowatthour for the Residential Sector by State,,,,,
"                 Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
Horry Electric Cooperative Inc,Cooperative,"40,257","49,058","612,848",8.00
Laurens City of,Publicly Owned,"4,442","4,068","44,436",9.15
"Laurens Electric Coop, Inc",Cooperative,"41,907","49,944","586,549",8.51
Little River Electric Coop Inc,Cooperative,"11,226","12,717","146,509",8.68
Lockhart Power Co,Investor-Owned,"5,119","5,692","69,120",8.23
"Lynches River Elec Coop, Inc",Cooperative,"18,762","20,303","243,568",8.34
"Marlboro Electric Coop, Inc",Cooperative,"6,050","7,624","87,155",8.75
McCormick Town of,Publicly Owned,892,935,"10,698",8.74
Mid-Carolina Electric Coop Inc,Cooperative,"37,998","47,983","626,832",7.65
Newberry City of,Publicly Owned,"3,959","3,845","42,533",9.04
"Newberry Electric Coop, Inc",Cooperative,"11,022","11,064","155,673",7.11
Orangeburg City of,Publicly Owned,"20,190","17,406","288,000",6.04
Palmetto Electric Coop Inc,Cooperative,"46,245","51,451","762,843",6.74
"Pee Dee Electric Coop, Inc",Cooperative,"27,194","35,145","437,963",8.02
Prosperity Town of,Publicly Owned,568,500,"6,965",7.18
Rock Hill City of,Publicly Owned,"25,167","22,005","255,323",8.62
"Santee Electric Coop, Inc",Cooperative,"39,806","49,717","613,184",8.11
Seneca City of,Publicly Owned,"4,787","4,155","56,539",7.35
South Carolina Electric & Gas Co,Investor-Owned,"472,228","581,768","7,229,801",8.05
South Carolina Pub Serv Auth,Publicly Owned,"109,267","97,355","1,395,584",6.98
"Tri-County Electric Coop, Inc",Cooperative,"16,595","20,850","243,479",8.56
Union City of,Publicly Owned,"6,040","6,339","65,950",9.61
Westminster City of,Publicly Owned,"1,422","1,495","14,498",10.31
Winnsboro Town of,Publicly Owned,"3,402","2,683","35,000",7.67
"York Electric Cooperative, Inc",Cooperative,"28,935","35,763","421,061",8.49
 State Total,,"1,836,612","2,069,025","26,786,631",7.72
South Dakota,,,,,
Arlington City of,Publicly Owned,452,343,"5,111",6.71
Aurora City of,Publicly Owned,236,151,"2,582",5.85
Badger City of,Publicly Owned,87,65,"1,212",5.36
Beresford City of,Publicly Owned,985,580,"8,638",6.71
Big Stone City City of,Publicly Owned,314,180,"3,614",4.98
"Black Hills Electric Coop, Inc",Cooperative,"6,755","6,309","83,661",7.54
Black Hills Power Inc,Investor-Owned,"46,792","36,057","436,721",8.26
"Bon Homme Yankton El Assn, Inc",Cooperative,"2,709","3,770","48,325",7.80
Brookings City of,Publicly Owned,"6,885","3,507","74,113",4.73
Bryant City of,Publicly Owned,189,129,"1,923",6.71
Burke City of,Publicly Owned,400,209,"3,604",5.80
"Butte Electric Coop, Inc",Cooperative,"3,354","3,194","39,895",8.01
"Cam Wal Electric Coop, Inc",Cooperative,"1,929","2,583","24,089",10.72
"Central Electric Coop, Inc",Cooperative,"6,192","7,555","86,438",8.74
"Charles Mix Electric Assn, Inc",Cooperative,"1,891","2,241","25,050",8.95
"Cherry-Todd Electric Coop, Inc",Cooperative,"3,065","2,799","41,967",6.67
Clay-Union Electric Corp,Cooperative,"2,695","3,059","37,858",8.08
"Codington-Clark Elec Coop, Inc",Cooperative,"2,685","4,063","56,284",7.22
Colman City of,Publicly Owned,282,181,"3,381",5.35
"Dakota Energy Cooperative, Inc",Cooperative,"2,681","3,695","47,069",7.85
"Douglas Electric Coop, Inc",Cooperative,756,"1,117","15,647",7.14
Elk Point City of,Publicly Owned,720,659,"7,500",8.79
Estelline City of,Publicly Owned,334,263,"4,599",5.72
Faith City of,Publicly Owned,227,164,"3,287",4.99
"FEM Electric Assn, Inc",Cooperative,"1,762","2,242","27,971",8.02
Flandreau City of,Publicly Owned,"1,042",537,"12,013",4.47
Fort Pierre City of,Publicly Owned,852,700,"11,000",6.36
"Grand Electric Coop, Inc",Cooperative,"3,873","2,398","35,372",6.78
Groton City of,Publicly Owned,803,464,"9,160",5.07
"H-D Electric Cooperative, Inc",Cooperative,"2,908","3,730","47,349",7.88
Hecla City of,Publicly Owned,200,110,"2,212",4.97
Howard City of,Publicly Owned,578,225,"5,066",4.44
"Kingsbury Electric Coop, Inc",Cooperative,906,"1,371","17,519",7.83
"LaCreek Electric Assn, Inc",Cooperative,"5,247","3,703","52,430",7.06
"Lake Region Electric Assn, Inc",Cooperative,"2,374","3,167","40,997",7.72
Langford Town of,Publicly Owned,164,101,"1,601",6.31
Madison City of,Publicly Owned,"2,729","1,890","33,163",5.70
"McCook Electric Coop, Inc",Cooperative,"1,249","1,755","22,447",7.82
McLaughlin City of,Publicly Owned,320,189,"3,430",5.51
MDU Resources Group Inc,Investor-Owned,"6,767","5,455","62,002",8.80
MidAmerican Energy Co,Investor-Owned,"2,876","2,427","32,895",7.38
Miller City of,Publicly Owned,769,542,"12,661",4.28
Moreau-Grand Electric Coop Inc,Cooperative,"5,017","4,167","47,848",8.71
Nebraska Public Power District,Publicly Owned,990,944,"13,383",7.05
"Niobrara Electric Assn, Inc",Cooperative,7,10,116,8.62
"Northern Electric Coop, Inc",Cooperative,"4,925","5,672","95,494",5.94
Northern States Power Co,Investor-Owned,"62,327","42,219","557,369",7.57
NorthWestern Energy,Investor-Owned,"46,438","35,726","458,557",7.79
"Oahe Electric Cooperative, Inc",Cooperative,"2,002","2,034","25,222",8.06
Onida City of,Publicly Owned,330,276,"3,806",7.25
Otter Tail Power Co,Investor-Owned,"8,753","6,774","104,967",6.45
Parker City of,Publicly Owned,505,358,"6,102",5.87
Pierre City of,Publicly Owned,"5,962","3,894","74,214",5.25
Plankinton City of,Publicly Owned,347,249,"6,100",4.08
Rosebud Electric Coop Inc,Cooperative,"4,531","3,478","61,380",5.67
Sioux Falls City of,Publicly Owned,"1,616",542,"8,869",6.11
Sioux Valley SW Elec Coop,Cooperative,"14,590","16,685","208,588",8.00
"Southeast Electric Coop, Inc",Cooperative,23,40,425,9.41
Southeastern Electric Coop Inc,Cooperative,"8,976","10,396","145,234",7.16
"Traverse Electric Coop, Inc",Cooperative,822,"1,188","15,770",7.53
Tyndall City of,Publicly Owned,535,341,"7,135",4.78
Union County Electric Coop Inc,Cooperative,"1,086","1,412","17,493",8.07
Vermillion City of,Publicly Owned,"3,614","1,945","28,890",6.73
Volga City of,Publicly Owned,631,419,"6,998",5.99
Watertown Municipal Utilities,Publicly Owned,"9,443","4,901","102,751",4.77
Wessington Springs City of,Publicly Owned,584,399,"6,010",6.64
West Central Electric Coop Inc,Cooperative,"5,432","4,853","59,196",8.20
West River Electric Assn Inc,Cooperative,"9,762","9,181","110,962",8.27
Whetstone Valley Elec Coop Inc,Cooperative,"2,257","3,216","46,287",6.95
White City of,Publicly Owned,209,132,"2,333",5.66
Winner Municipal Utility,Publicly Owned,"1,455",971,"19,661",4.94
 State Total,,"331,203","276,301","3,733,016",7.40
Tennessee,,,,,
Alcoa Utilities City of,Publicly Owned,"20,814","21,076","337,381",6.25
Appalachian Electric Coop,Cooperative,"35,210","36,767","581,088",6.33
Athens Utility Board,Publicly Owned,"10,470","9,730","152,076",6.40
Benton County,Publicly Owned,"8,504","7,980","119,146",6.70
Bolivar City of,Publicly Owned,"8,915","9,953","141,796",7.02
Bristol City of,Publicly Owned,"27,377","25,477","448,976",5.67
Brownsville City of,Publicly Owned,"4,279","3,602","61,252",5.88
"Caney Fork Electric Coop, Inc",Cooperative,"25,027","24,492","370,803",6.61
Carroll County,Publicly Owned,"12,722","12,580","200,957",6.26
Chattanooga City of,Publicly Owned,"127,302","130,523","2,042,047",6.39
"Chickasaw Electric Coop, Inc",Cooperative,"11,176","11,853","201,098",5.89
Clarksville City of,Publicly Owned,"40,557","38,610","618,133",6.25
Cleveland City of,Publicly Owned,"23,529","22,699","365,870",6.20
Clinton City of,Publicly Owned,"24,831","24,937","383,161",6.51
Columbia Power System,Publicly Owned,"19,061","18,588","292,555",6.35
Cookeville City of,Publicly Owned,"10,719","9,055","142,430",6.36
Covington City of,Publicly Owned,"3,415","2,843","47,618",5.97
Cumberland Elec Member Corp,Cooperative,"66,942","80,970","1,236,251",6.55
Cumberland Valley Rural E C C,Cooperative,111,60,"1,044",5.75
Dayton City of,Publicly Owned,"7,373","6,317","96,818",6.52
Dickson City of,Publicly Owned,"25,840","26,910","418,303",6.43
Duck River Elec Member Corp,Cooperative,"53,461","60,803","914,507",6.65
Dyersburg City of,Publicly Owned,"9,770","8,937","140,840",6.35
Elizabethton City of,Publicly Owned,"21,170","20,499","321,197",6.38
Entergy Arkansas Inc,Investor-Owned,24,12,136,8.82
Erwin Town of,Publicly Owned,"7,567","6,087","97,902",6.22
Etowah City of,Publicly Owned,"4,338","4,026","62,021",6.49
Fayetteville City of,Publicly Owned,"14,386","14,947","215,973",6.92
"Forked Deer Electric Coop, Inc",Cooperative,"8,367","9,574","143,914",6.65
Fort Loudoun Electric Coop,Cooperative,"24,640","26,062","387,313",6.73
French Broad Elec Member Corp,Cooperative,897,703,"6,841",10.28
Gallatin City of,Publicly Owned,"9,904","8,644","151,991",5.69
Gibson Electric Members Corp,Cooperative,"27,857","30,655","468,417",6.54
Greeneville City of,Publicly Owned,"29,221","27,937","458,731",6.09
Harriman City of,Publicly Owned,"9,701","9,305","138,627",6.71
"Holston Electric Coop, Inc",Cooperative,"23,362","22,441","350,701",6.40
Humboldt City of,Publicly Owned,"3,772","3,226","53,500",6.03
Jackson City of,Publicly Owned,"26,537","23,871","370,217",6.45
Jellico City of,Publicly Owned,"2,071","1,954","28,260",6.91
Johnson City City of,Publicly Owned,"57,583","56,022","880,673",6.36
Kentucky Utilities Co,Investor-Owned,5,2,135,1.48
Kingsport Power Co,Investor-Owned,"39,898","34,219","715,655",4.78
Knoxville Utilities Board,Publicly Owned,"158,276","153,262","2,422,073",6.33
LaFollette City of,Publicly Owned,"18,012","16,638","241,190",6.90
Lawrenceburg City of,Publicly Owned,"16,291","16,164","246,308",6.56
Lenoir City City of,Publicly Owned,"41,136","45,495","738,196",6.16
Lewisburg City of,Publicly Owned,"4,086","3,614","58,814",6.14
Lexington City of,Publicly Owned,"17,278","14,610","230,928",6.33
Loudon Utilities Board,Publicly Owned,"7,921","8,184","121,891",6.71
Maryville Utilities,Publicly Owned,"16,092","14,652","235,852",6.21
McMinnville Electric System,Publicly Owned,"5,926","4,935","79,733",6.19
Memphis City of,Publicly Owned,"354,215","345,461","5,447,177",6.34
Meriwether Lewis Electric Coop,Cooperative,"28,070","28,256","401,006",7.05
Middle Tennessee E M C,Cooperative,"128,144","142,268","2,316,921",6.14
Milan City of,Publicly Owned,"6,367","6,696","104,898",6.38
Morristown City of,Publicly Owned,"10,948","9,515","155,670",6.11
"Mountain Electric Coop, Inc",Cooperative,"11,963","8,961","132,345",6.77
Mt Pleasant City of,Publicly Owned,"3,213","3,138","48,870",6.42
Murfreesboro City of,Publicly Owned,"32,901","28,659","475,975",6.02
Nashville Electric Service,Publicly Owned,"289,440","304,627","4,553,217",6.69
Newbern City of,Publicly Owned,"1,382","1,207","19,340",6.24
Newport City of,Publicly Owned,"16,191","15,705","234,012",6.71
Oak Ridge City of,Publicly Owned,"12,767","11,394","168,428",6.76
Paris City of,Publicly Owned,"14,612","14,248","238,909",5.96
Pickwick Electric Cooperative,Cooperative,"15,731","15,366","236,206",6.51
Plateau Electric Cooperative,Cooperative,"13,496","11,136","156,362",7.12
Powell Valley Electric Coop,Cooperative,"17,319","15,660","229,158",6.83
Pulaski City of,Publicly Owned,"11,411","12,104","174,465",6.94
Ripley City of,Publicly Owned,"5,519","4,599","76,271",6.03
Rockwood City of,Publicly Owned,"11,179","11,789","175,736",6.71
Sequachee Valley Electric Coop,Cooperative,"27,122","26,346","393,269",6.70
Sevier County Electric System,Publicly Owned,"33,917","32,283","515,125",6.27
Shelbyville City of,Publicly Owned,"7,195","5,940","93,591",6.35
Smithville City of,Publicly Owned,"1,959","1,400","22,486",6.23
Somerville City of,Publicly Owned,"1,125","1,025","16,918",6.06
South Kentucky Rural E C C,Cooperative,155,82,"1,261",6.50
Southwest Tennessee E M C,Cooperative,"38,379","44,899","675,697",6.64
Sparta City of,Publicly Owned,"2,013","1,549","25,080",6.18
Springfield City of,Publicly Owned,"5,940","5,207","86,337",6.03
Sweetwater City of,Publicly Owned,"6,454","6,333","103,757",6.10
Tennessee Valley Electric Coop,Cooperative,"15,204","14,597","209,972",6.95
Trenton City of,Publicly Owned,"1,956","1,796","26,718",6.72
Tri-County Elec Member Corp,Cooperative,"20,055","21,097","318,162",6.63
Tri-State Electric Member Corp,Cooperative,"2,563","2,470","31,855",7.75
Tullahoma Board-Public Utils,Publicly Owned,"8,121","7,636","124,864",6.12
Union City City of,Publicly Owned,"5,206","4,124","69,545",5.93
Upper Cumberland E M C,Cooperative,"37,924","39,809","575,150",6.92
Volunteer Electric Coop,Cooperative,"83,727","82,192","1,233,387",6.66
Weakley County Mun Elec Sys,Publicly Owned,"16,374","17,231","278,945",6.18
Winchester City of,Publicly Owned,"4,206","3,946","63,386",6.23
 State Total,,"2,478,186","2,483,253","38,751,810",6.41
Texas,,,,,
ACN Energy Inc,Power Marketer,"5,203","5,600","68,384",8.19
AEP Texas Central Company,Investor-Owned,"52,647","50,869","691,636",7.35
AEP Texas North Company,Investor-Owned,"13,826","8,651","162,622",5.32
Austin Energy,Publicly Owned,"316,647","286,950","3,677,231",7.80
Bailey County Elec Coop Assn,Cooperative,"2,566","1,917","24,060",7.97
"Bandera Electric Coop, Inc",Cooperative,"23,259","25,888","326,070",7.94
Bartlett City of,Publicly Owned,620,693,"6,442",10.76
"Bartlett Electric Coop, Inc",Cooperative,"6,299","7,729","104,810",7.37
Bastrop City of,Publicly Owned,"1,808","1,765","23,100",7.64
"Belfalls Electric Coop, Inc",Cooperative,"3,788","4,237","51,653",8.20
Bellville City of,Publicly Owned,"1,833","1,825","23,416",7.79
"Big Country Electric Coop, Inc",Cooperative,"7,304","5,623","59,681",9.42
"Bluebonnett Electric Coop, Inc",Cooperative,"59,017","61,930","891,942",6.94
Boerne City of,Publicly Owned,"2,918","2,344","43,068",5.44
Bowie City of,Publicly Owned,"2,348","2,668","24,552",10.87
"Bowie-Cass Electric Coop, Inc",Cooperative,"30,371","34,020","449,291",7.57
Brady City of,Publicly Owned,"2,716","2,205","24,917",8.85
Brenham City of,Publicly Owned,"4,807","4,969","68,958",7.21
Bridgeport City of,Publicly Owned,"1,633","1,779","20,563",8.65
Brownfield City of,Publicly Owned,"3,311","2,132","31,726",6.72
Brownsville Public Utilities Board,Publicly Owned,"33,677","27,309","432,705",6.31
Bryan City of,Publicly Owned,"38,035","39,398","486,422",8.10
Burnet City of,Publicly Owned,"1,745","1,547","20,313",7.62
Caldwell City of,Publicly Owned,"1,476","1,583","19,324",8.19
Cap Rock Energy Corporation,Investor-Owned,"22,205","27,450","261,664",10.49
Castroville City of,Publicly Owned,"1,106","1,080","13,921",7.76
"CenterPoint Energy Houston Electric, LLC",Investor-Owned,"152,198","122,170","984,108",12.41
"Central Texas Elec Coop, Inc",Cooperative,"28,140","25,568","307,663",8.31
Cherokee County Elec Coop Assn,Cooperative,"15,616","18,923","222,743",8.50
Cirro Corporation,Power Marketer,653,"1,001","13,566",7.38
Coleman City of,Publicly Owned,"2,270","1,993","20,542",9.70
"Coleman County Elec Coop, Inc",Cooperative,"6,425","3,919","41,000",9.56
College Station City of,Publicly Owned,"26,875","25,677","347,664",7.39
Comanche County Elec Coop Assn,Cooperative,"5,905","7,381","84,220",8.76
"Concho Valley Elec Coop, Inc",Cooperative,"7,628","6,370","69,979",9.10
Cooke County Elec Coop Assn,Cooperative,"11,467","11,755","161,473",7.28
CPL Retail Energy LP,Power Marketer,"552,306","651,425","8,712,288",7.48
Cuero City of,Publicly Owned,"2,883","2,651","39,347",6.74
"Deaf Smith Electric Coop, Inc",Cooperative,"4,810","3,404","43,072",7.90
"Deep East Texas Elec Coop, Inc",Cooperative,"34,421","32,699","479,173",6.82
Denton City of,Publicly Owned,"31,974","33,670","396,546",8.49
"Denton County Elec Coop, Inc",Cooperative,"80,484","124,227","1,469,000",8.46
El Paso Electric Company,Investor-Owned,"214,782","154,009","1,399,014",11.01
Electra City of,Publicly Owned,"1,217","1,196","14,256",8.39
Entergy Gulf States Inc,Investor-Owned,"315,011","360,575","4,981,688",7.24
Entergy Solutions Ltd,Power Marketer,"1,944","2,784","35,078",7.94
Fannin County Electric Coop,Cooperative,"7,536","9,324","103,095",9.04
"Farmers Electric Coop, Inc",Cooperative,"32,029","43,850","528,248",8.30
Farmersville City of,Publicly Owned,"1,222","1,434","14,101",10.17
"Fayette Electric Coop, Inc",Cooperative,"10,250","9,769","112,310",8.70
First Choice Power,Power Marketer,"159,704","209,467","2,325,097",9.01
Flatonia City of,Publicly Owned,782,681,"9,776",6.97
Floresville City of,Publicly Owned,"9,863","12,044","164,920",7.30
Floydada City of,Publicly Owned,"1,145",762,"10,013",7.61
Fort Belknap Electric Coop Inc,Cooperative,"3,651","3,000","39,000",7.69
Fredericksburg City of,Publicly Owned,"4,121","2,866","49,157",5.83
Garland City of,Publicly Owned,"60,554","78,579","944,530",8.32
Georgetown City of,Publicly Owned,"13,154","13,175","173,853",7.58
Gexa Energy,Power Marketer,"13,348","5,298","62,304",8.50
Giddings City of,Publicly Owned,"1,595","1,589","22,619",7.03
Goldsmith City of,Publicly Owned,111,118,957,12.33
Goldthwaite City of,Publicly Owned,875,771,"8,856",8.71
Gonzales City of,Publicly Owned,"2,379","2,365","33,223",7.12
Granbury City of,Publicly Owned,"2,142","2,087","26,878",7.76
"Grayson-Collin Elec Coop, Inc",Cooperative,"20,966","30,998","388,505",7.98
Green Mountain Energy Co,Power Marketer,"38,612","38,162","567,640",6.72
"Greenbelt Electric Coop, Inc",Cooperative,"3,099","2,140","18,933",11.30
"Greenville, City of",Publicly Owned,"10,290","10,363","126,309",8.20
Guadalupe Valley Elec Coop Inc,Cooperative,"39,014","46,665","612,848",7.61
Hallettsville City of,Publicly Owned,"1,219","1,102","13,242",8.32
Hamilton County Elec Coop Assn,Cooperative,"13,519","12,998","141,115",9.21
"Harmon Electric Assn, Inc",Cooperative,285,202,"1,206",16.75
Hearne City of,Publicly Owned,"2,026","2,468","21,990",11.22
Hemphill City of,Publicly Owned,499,498,"6,116",8.14
Hempstead City of,Publicly Owned,"1,842","1,794","25,782",6.96
"HILCO Electric Cooperative, Inc.",Cooperative,"13,802","19,652","238,140",8.25
Hondo City of,Publicly Owned,"2,339","2,395","28,667",8.35
"Houston County Elec Coop, Inc",Cooperative,"16,650","16,682","168,528",9.90
J-A-C Electric Cooperative Inc,Cooperative,"3,701","3,667","46,526",7.88
"Jackson Electric Coop, Inc",Cooperative,"11,541","10,397","125,638",8.28
Jasper City of,Publicly Owned,"3,502","4,385","45,071",9.73
"Jasper-Newton Elec Coop, Inc",Cooperative,"14,273","18,737","260,930",7.18
"Karnes Electric Coop, Inc",Cooperative,"12,319","11,314","141,344",8.00
Kerrville Public Utility Board,Publicly Owned,"16,010","15,653","229,316",6.83
Kirbyville Light & Power Co,Publicly Owned,831,900,"11,100",8.11
La Grange City of,Publicly Owned,"2,322","1,899","30,641",6.20
Lamar County Elec Coop Assn,Cooperative,"9,915","11,220","124,486",9.01
"Lamb County Electric Coop, Inc",Cooperative,"3,028","2,619","30,064",8.71
Lampasas City of,Publicly Owned,"3,094","3,036","39,675",7.65
"Lea County Electric Coop, Inc",Cooperative,"1,304",905,"15,378",5.89
Lexington City of,Publicly Owned,586,556,"6,790",8.19
Liberty City of,Publicly Owned,"3,070","3,403","40,493",8.40
"Lighthouse Electric Coop, Inc",Cooperative,"3,574","2,701","25,125",10.75
Livingston City of,Publicly Owned,"2,325","2,636","28,769",9.16
Llano City of,Publicly Owned,"1,485","1,508","19,178",7.86
Lockhart City of,Publicly Owned,"4,358","3,852","49,417",7.79
Lubbock City of,Publicly Owned,"57,276","42,981","609,644",7.05
Luling City of,Publicly Owned,"2,019","2,019","24,953",8.09
"Lyntegar Electric Coop, Inc",Cooperative,"7,165","5,379","75,911",7.09
Magic Valley Electric Coop Inc,Cooperative,"58,242","51,252","780,831",6.56
Mason City of,Publicly Owned,"1,138","1,007","13,615",7.40
"McLennan County Elec Coop, Inc",Cooperative,"10,805","13,869","182,856",7.58
"Medina Electric Coop, Inc",Cooperative,"21,393","17,925","234,108",7.66
Mid-South Electric Coop Assn,Cooperative,"17,871","21,750","261,891",8.30
Moulton City of,Publicly Owned,588,589,"5,651",10.42
Mutual Energy SWEPCO,Power Marketer,426,300,"3,685",8.14
"Navarro County Elec Coop, Inc",Cooperative,"11,473","14,476","182,736",7.92
"Navasota Valley Elec Coop, Inc",Cooperative,"14,333","15,000","177,000",8.47
New Braunfels City of,Publicly Owned,"19,435","20,174","300,143",6.72
New Power Co,Power Marketer,"34,674","43,177","583,540",7.40
Newton City of,Publicly Owned,864,"1,014","12,878",7.87
North Plains Electric Coop Inc,Cooperative,"2,539","2,613","24,159",10.82
"Nueces Electric Coop, Inc",Cooperative,"11,001","13,040","139,189",9.37
"Panola-Harrison Elec Coop, Inc",Cooperative,"7,978","7,099","121,665",5.83
"Pedernales Electric Coop, Inc",Cooperative,"158,445","195,410","2,415,069",8.09
POLR Power,Power Marketer,"5,017","11,059","71,979",15.36
Reliant Energy Retail Services,Power Marketer,"1,478,240","1,820,938","20,892,300",8.72
"Republic Power, L.P.",Power Marketer,"43,613","46,680","572,701",8.15
"Rio Grande Electric Coop, Inc",Cooperative,"6,084","6,085","56,704",10.73
"Rita Blanca Electric Coop, Inc",Cooperative,"2,457","1,914","24,175",7.92
Robstown City of,Publicly Owned,"3,989","4,536","51,324",8.84
"Rusk County Electric Coop, Inc",Cooperative,"16,447","18,497","249,062",7.43
"Sam Houston Electric Coop, Inc",Cooperative,"56,660","63,472","810,537",7.83
San Antonio City of,Publicly Owned,"529,830","513,142","7,254,629",7.07
San Augustine City of,Publicly Owned,802,154,"9,906",1.55
"San Bernard Electric Coop, Inc",Cooperative,"19,501","23,642","269,331",8.78
San Marcos City of,Publicly Owned,"14,485","11,117","168,489",6.60
San Patricio Electric Coop Inc,Cooperative,"6,855","8,838","90,472",9.77
San Saba City of,Publicly Owned,"1,419","1,361","17,223",7.90
Sanger City of,Publicly Owned,"1,389","1,642","18,150",9.05
Schulenburg City of,Publicly Owned,"1,365","1,029","15,550",6.62
Seguin City of,Publicly Owned,"7,391","5,250","81,503",6.44
Seymour City of,Publicly Owned,"1,278","1,186","13,923",8.52
Sharyland Utilities LP,Investor-Owned,343,26,226,11.50
Shiner City of,Publicly Owned,"1,094",950,"12,906",7.36
Smithville City of,Publicly Owned,"1,727","1,920","20,946",9.17
South Plains Electric Coop Inc,Cooperative,"27,058","21,520","294,009",7.32
Southwest Arkansas E C C,Cooperative,830,"1,114","17,391",6.41
"Southwest Rural Elec Assn, Inc",Cooperative,"2,075","1,860","20,884",8.91
"Southwest Texas Elec Coop, Inc",Cooperative,"4,497","2,841","26,429",10.75
Southwestern Electric Coop Inc,Cooperative,14,13,102,12.75
Southwestern Electric Power Co,Investor-Owned,"134,321","120,940","1,959,640",6.17
Southwestern Public Service Co,Investor-Owned,"213,426","139,667","2,340,535",5.97
"Spark Energy, LP",Power Marketer,10,9,79,11.39
StarEn Power,Power Marketer,"3,757","6,593","60,769",10.85
"Swisher Electric Coop, Inc",Cooperative,"3,223","2,045","23,162",8.83
"Taylor Electric Coop, Inc",Cooperative,"10,184","9,415","109,038",8.63
Texas-New Mexico Power Co,Investor-Owned,"166,203","19,077","182,548",10.45
Timpson City of,Publicly Owned,521,427,"6,040",7.07
"Tri-County Electric Coop, Inc",Cooperative,"48,657","63,557","838,910",7.58
"Tri-County Electric Coop, Inc",Cooperative,4,9,98,9.18
"Trinity Valley Elec Coop, Inc",Cooperative,"53,207","63,110","851,882",7.41
Tulia City of,Publicly Owned,"1,869","1,103","16,145",6.83
TXU Energy Retail Co LP,Power Marketer,"2,295,629","3,076,497","37,118,787",8.29
TXU SESCO Energy Serv Co,Investor-Owned,"36,292","28,836","517,511",5.57
United Electric Coop Service Inc,Cooperative,"56,906","67,810","902,952",7.51
Upshur Rural Elec Coop Corp,Cooperative,"34,358","33,811","549,715",6.15
Utility Choice Electric,Power Marketer,426,563,"6,893",8.17
"Victoria Electric Coop, Inc",Cooperative,"16,187","16,549","233,000",7.10
Waelder City of,Publicly Owned,422,397,"4,550",8.73
Weatherford Mun Utility System,Publicly Owned,"9,811","10,163","129,443",7.85
Weimar City of,Publicly Owned,941,"1,029","11,334",9.08
"Wharton County Elec Coop, Inc",Cooperative,"4,638","5,279","61,828",8.54
Whitesboro City of,Publicly Owned,"1,623","1,694","18,381",9.22
"Wise Electric Cooperative, Inc",Cooperative,"13,579","16,571","220,528",7.51
"Wood County Electric Coop, Inc",Cooperative,"24,884","26,773","357,044",7.50
"WTU Retail Energy, L.P.",Power Marketer,"134,031","138,160","1,589,071",8.69
Yoakum City of,Publicly Owned,"2,231","2,144","26,062",8.23
 State Total,,"8,663,500","9,778,332","121,435,110",8.05
Utah,,,,,
Beaver City Corporation,Publicly Owned,990,702,"9,112",7.70
Blanding City of,Publicly Owned,"1,279",804,"10,587",7.59
Bountiful City City of,Publicly Owned,"14,054","9,698","137,209",7.07
"Bridger Valley Elec Assn, Inc",Cooperative,"1,596",627,"5,524",11.35
Brigham City Corporation,Publicly Owned,"6,055","3,411","49,967",6.83
"Dixie Escalante R E A, Inc",Cooperative,"6,009","5,540","102,186",5.42
"Empire Electric Assn, Inc",Cooperative,900,634,"6,905",9.18
Enterprise City of,Publicly Owned,430,286,"3,846",7.44
Ephraim City of,Publicly Owned,"1,371",713,"11,396",6.26
Fairview City Corporation,Publicly Owned,685,500,"5,287",9.46
Fillmore City Corporation,Publicly Owned,834,567,"6,639",8.54
"Flowell Electric Assn, Inc",Cooperative,164,140,"2,183",6.41
"Garkane Energy Coop, Inc",Cooperative,"6,576","3,881","48,291",8.04
Heber Light & Power Company,Publicly Owned,"5,936","4,286","49,640",8.63
Helper City of,Publicly Owned,"1,080",396,"7,687",5.15
Holden Town of,Publicly Owned,195,115,"1,676",6.86
Hurricane Power Committee,Publicly Owned,"3,462","2,582","33,700",7.66
Hyrum City Corporation,Publicly Owned,"2,010","1,326","16,425",8.07
Kanab City Corporation,Publicly Owned,"1,009",783,"8,498",9.21
Kanosh Town Corporation,Publicly Owned,216,114,"1,856",6.14
Kaysville City Corporation,Publicly Owned,"6,045","4,694","59,507",7.89
Lehi City Corporation,Publicly Owned,"6,188","4,284","49,792",8.60
Levan Town Corporation,Publicly Owned,286,180,"2,654",6.78
Logan City of,Publicly Owned,"14,515","8,011","83,846",9.55
Manti City of,Publicly Owned,"1,038",560,"8,624",6.49
Meadow Town Corporation,Publicly Owned,147,61,912,6.69
Monroe City of,Publicly Owned,877,424,"5,975",7.10
Moon Lake Electric Assn Inc,Cooperative,"9,563","5,426","85,017",6.38
Morgan City City of,Publicly Owned,"1,033",624,"8,363",7.46
Mt Pleasant City of,Publicly Owned,"1,525",860,"9,970",8.63
"Mt Wheeler Power, Inc",Cooperative,199,140,"1,723",8.13
Murray City of,Publicly Owned,"13,057","7,336","110,967",6.61
Navajo Tribal Utility Auth,Publicly Owned,334,109,"1,769",6.16
Nephi City Corporation,Publicly Owned,"1,603",921,"16,070",5.73
Oak City Town of,Publicly Owned,240,138,"2,375",5.81
PacifiCorp,Investor-Owned,"607,746","346,764","5,250,614",6.60
Paragonah Town of,Publicly Owned,230,157,"1,642",9.56
Parowan City Corporation,Publicly Owned,"1,170",637,"8,850",7.20
Payson City Corporation,Publicly Owned,"4,578","3,670","43,520",8.43
