"Table 15. Class of Ownership, Number of Bundled Ultimate Consumers, Revenue, Sales, and",,,,,
                Average Revenue per Kilowatthour for the Commercial Sector by State,,,,,
"                Utility, 2002",,,,,
,,,,,
State,Class of,Number of,Revenue,Sales,Average Revenue
"Wasco Electric Coop, Inc",Cooperative,383,872,"13,936",6.26
West Oregon Electric Coop Inc,Cooperative,236,443,"4,463",9.93
 State Total,,"216,668","982,155","14,901,886",6.59
Pennsylvania,,,,,
Adams Electric Cooperative Inc,Cooperative,"1,793","4,988","54,544",9.14
"Bedford Rural Elec Coop, Inc",Cooperative,509,779,"6,584",11.83
Berlin Borough of,Publicly Owned,73,176,"1,871",9.41
Blakely Borough of,Publicly Owned,248,479,"3,284",14.59
Catawissa Borough of,Publicly Owned,102,266,"2,794",9.52
"Central Electric Coop, Inc",Cooperative,"1,590","4,198","43,672",9.61
Chambersburg Borough of,Publicly Owned,"1,603","4,721","84,558",5.58
Citizens Electric Co,Investor-Owned,"1,173","2,346","30,027",7.81
"Claverack Rural Elec Coop, Inc",Cooperative,589,984,"8,833",11.14
Duncannon Borough of,Publicly Owned,120,169,"2,481",6.81
Duquesne Light Co,Investor-Owned,"47,982","353,340","4,832,535",7.31
East Conemaugh Borough of,Publicly Owned,52,175,"1,950",8.97
Ellwood City Borough of,Publicly Owned,545,"1,672","18,613",8.98
Ephrata Borough of,Publicly Owned,723,"4,012","58,578",6.85
Girard Borough of,Publicly Owned,129,110,"1,448",7.60
Goldsboro Borough of,Publicly Owned,18,26,300,8.67
Grove City Borough of,Publicly Owned,420,"1,341","18,148",7.39
Hooversville Boro Elec Lgt Co,Publicly Owned,32,98,"1,104",8.88
Kutztown Borough of,Publicly Owned,395,"1,126","12,569",8.96
Lansdale Borough of,Publicly Owned,"1,291","3,980","37,676",10.56
Lehighton Borough of,Publicly Owned,515,"2,187","26,798",8.16
Metropolitan Edison Co,Investor-Owned,"57,590","310,425","3,869,957",8.02
Middletown Borough of,Publicly Owned,237,609,"10,652",5.72
Mifflinburg Borough of,Publicly Owned,216,315,"3,112",10.12
Mont Alto Borough,Publicly Owned,27,105,"1,492",7.04
"New Enterprise R E C, Inc",Cooperative,151,293,"3,000",9.77
New Wilmington Borough of,Publicly Owned,154,"1,209","13,364",9.05
"Northwestern Rural E C A, Inc",Cooperative,"1,022","3,097","28,373",10.92
Olyphant Borough of,Publicly Owned,121,201,"1,367",14.70
PECO Energy Co,Investor-Owned,"141,100","852,411","7,604,030",11.21
Pennsylvania Electric Co,Investor-Owned,"76,125","356,222","4,686,868",7.60
Pennsylvania Power Co,Investor-Owned,"18,260","97,479","1,265,895",7.70
Perkasie Borough of,Publicly Owned,346,"1,087","10,557",10.30
Pike County Light & Power Co,Investor-Owned,879,"3,446","38,089",9.05
Pitcairn Borough of,Publicly Owned,82,215,"2,043",10.52
PPL Electric Utilities Corp,Investor-Owned,"153,809","897,539","11,665,339",7.69
Quakertown Borough of,Publicly Owned,554,"1,741","19,583",8.89
"REA Energy Cooperative, Inc.",Cooperative,"1,261","5,752","64,241",8.95
Royalton Borough of,Publicly Owned,10,26,284,9.15
Schuylkill Haven Borough of,Publicly Owned,342,804,"9,801",8.20
Smethport Borough of,Publicly Owned,175,748,"4,375",17.10
"Somerset Rural Elec Coop, Inc",Cooperative,954,"3,472","38,809",8.95
St Clair Borough of,Publicly Owned,45,243,"2,200",11.05
"Sullivan County R E C, Inc",Cooperative,264,995,"8,757",11.36
Summerhill Borough of,Publicly Owned,47,56,766,7.31
Tarentum Borough of,Publicly Owned,385,"1,222","16,987",7.19
Tri-County Rural Elec Coop Inc,Cooperative,932,"2,790","28,584",9.76
"UGI Utilities, Inc",Investor-Owned,"7,214","27,355","337,327",8.11
"United Electric Coop, Inc",Cooperative,"1,277","1,807","15,383",11.75
Valley Rural Electric Coop Inc,Cooperative,"1,260","3,751","38,743",9.68
Wampum Borough of,Publicly Owned,35,40,441,9.07
"Warren Electric Coop, Inc",Cooperative,685,818,"6,462",12.66
Watsontown Borough of,Publicly Owned,102,482,"5,485",8.79
Wellsborough Electric Co,Investor-Owned,"1,017","2,271","30,769",7.38
West Penn Power Co,Investor-Owned,"76,449","265,025","4,520,735",5.86
Zelienople Borough of,Publicly Owned,268,"1,082","11,349",9.53
 State Total,,"603,297","3,232,306","39,613,586",8.16
Rhode Island,,,,,
Block Island Power Co,Investor-Owned,377,"1,377","5,726",24.05
Pascoag Utility District,Publicly Owned,397,466,"4,686",9.94
The Narragansett Electric Co,Investor-Owned,"47,909","244,591","2,825,954",8.66
 State Total,,"48,683","246,434","2,836,366",8.69
South Carolina,,,,,
Abbeville City of,Publicly Owned,494,"1,946","23,274",8.36
Aiken Electric Cooperative Inc,Cooperative,"2,424","7,423","107,772",6.89
Bamberg Board of Public Works,Publicly Owned,349,"1,250","19,815",6.31
Bennettsville City of,Publicly Owned,550,"3,164","43,329",7.30
Berkeley Electric Coop Inc,Cooperative,"5,998","9,902","123,432",8.02
"Black River Electric Coop, Inc",Cooperative,"3,217","5,311","67,669",7.85
"Blue Ridge Electric Coop, Inc",Cooperative,"3,582","10,511","131,153",8.01
"Broad River Electric Coop, Inc",Cooperative,577,"1,952","22,481",8.68
Camden City of,Publicly Owned,"1,718","4,953","72,732",6.81
Carolina Power & Light Co,Investor-Owned,"30,592","121,060","1,703,543",7.11
Clinton Combined Utility Sys,Publicly Owned,589,"3,757","41,952",8.96
"Coastal Electric Coop, Inc",Cooperative,843,"1,695","20,611",8.22
Due West City of,Publicly Owned,28,42,"1,000",4.20
Duke Energy Corporation,Investor-Owned,"76,621","296,102","5,044,924",5.87
Easley Combined Utility System,Publicly Owned,"1,574","8,615","117,970",7.30
"Edisto Electric Coop, Inc",Cooperative,"3,890","3,742","42,204",8.87
"Fairfield Electric Coop, Inc",Cooperative,973,"4,397","60,562",7.26
Gaffney City of,Publicly Owned,"1,163","7,624","89,016",8.56
Georgetown City of,Publicly Owned,"1,131","7,005","92,427",7.58
Greenwood Commissioners-Pub Wk,Publicly Owned,"2,143","2,811","46,164",6.09
Greer Commission of Public Wks,Publicly Owned,"1,603","8,268","106,271",7.78
Haywood Electric Member Corp,Cooperative,3,5,59,8.47
Horry Electric Cooperative Inc,Cooperative,"6,048","9,869","124,483",7.93
Laurens City of,Publicly Owned,848,"4,561","51,814",8.80
"Laurens Electric Coop, Inc",Cooperative,"3,164","10,217","111,425",9.17
Little River Electric Coop Inc,Cooperative,"1,496","2,872","33,491",8.58
Lockhart Power Co,Investor-Owned,"1,114","1,804","20,701",8.71
"Lynches River Elec Coop, Inc",Cooperative,829,"3,037","37,621",8.07
"Marlboro Electric Coop, Inc",Cooperative,434,"1,398","15,391",9.08
McCormick Town of,Publicly Owned,198,748,"8,095",9.24
Mid-Carolina Electric Coop Inc,Cooperative,"5,190","13,927","195,387",7.13
Newberry City of,Publicly Owned,829,"4,771","57,128",8.35
"Newberry Electric Coop, Inc",Cooperative,537,754,"10,368",7.27
Orangeburg City of,Publicly Owned,"3,295","6,050","103,000",5.87
Palmetto Electric Coop Inc,Cooperative,"8,390","16,352","247,483",6.61
"Pee Dee Electric Coop, Inc",Cooperative,"1,314","4,106","53,241",7.71
Prosperity Town of,Publicly Owned,126,216,"3,149",6.86
Rock Hill City of,Publicly Owned,"3,255","26,911","338,918",7.94
"Santee Electric Coop, Inc",Cooperative,"2,381","7,080","93,862",7.54
Seneca City of,Publicly Owned,"1,019","5,091","65,701",7.75
South Carolina Electric & Gas Co,Investor-Owned,"77,193","422,387","6,658,730",6.34
South Carolina Pub Serv Auth,Publicly Owned,"24,223","104,817","1,719,639",6.10
"Tri-County Electric Coop, Inc",Cooperative,560,"3,132","42,099",7.44
Union City of,Publicly Owned,"1,043","5,154","57,865",8.91
Westminster City of,Publicly Owned,236,"1,548","15,915",9.73
Winnsboro Town of,Publicly Owned,561,"1,042","14,900",6.99
"York Electric Cooperative, Inc",Cooperative,"2,495","7,897","97,866",8.07
 State Total,,"286,840","1,177,276","18,156,632",6.48
South Dakota,,,,,
Arlington City of,Publicly Owned,90,193,"5,476",3.52
Aurora City of,Publicly Owned,17,33,398,8.29
Badger City of,Publicly Owned,4,23,204,11.27
Beresford City of,Publicly Owned,258,285,"4,823",5.91
Big Stone City City of,Publicly Owned,40,44,797,5.52
"Black Hills Electric Coop, Inc",Cooperative,722,"1,380","19,196",7.19
Black Hills Power Inc,Investor-Owned,"10,368","44,890","601,416",7.46
"Bon Homme Yankton El Assn, Inc",Cooperative,193,347,"5,101",6.80
Brookings City of,Publicly Owned,"1,013","1,953","34,885",5.60
Bryant City of,Publicly Owned,59,131,"1,440",9.10
Burke City of,Publicly Owned,75,185,"3,375",5.48
"Butte Electric Coop, Inc",Cooperative,399,"2,181","25,498",8.55
"Cam Wal Electric Coop, Inc",Cooperative,145,825,"11,066",7.46
"Central Electric Coop, Inc",Cooperative,446,"2,390","38,936",6.14
"Charles Mix Electric Assn, Inc",Cooperative,125,987,"16,405",6.02
"Cherry-Todd Electric Coop, Inc",Cooperative,289,"1,161","24,674",4.71
Clay-Union Electric Corp,Cooperative,234,425,"6,078",6.99
"Codington-Clark Elec Coop, Inc",Cooperative,40,827,"14,757",5.60
Colman City of,Publicly Owned,51,114,"3,773",3.02
"Dakota Energy Cooperative, Inc",Cooperative,114,"1,009","16,721",6.03
"Douglas Electric Coop, Inc",Cooperative,61,295,"4,744",6.22
Elk Point City of,Publicly Owned,124,402,"4,661",8.62
Estelline City of,Publicly Owned,56,93,"1,889",4.92
Faith City of,Publicly Owned,58,137,"2,730",5.02
"FEM Electric Assn, Inc",Cooperative,176,"1,215","21,184",5.74
Flandreau City of,Publicly Owned,240,289,"5,979",4.83
Fort Pierre City of,Publicly Owned,174,410,"11,000",3.73
"Grand Electric Coop, Inc",Cooperative,442,"1,485","16,542",8.98
Groton City of,Publicly Owned,126,310,"3,964",7.82
"H-D Electric Cooperative, Inc",Cooperative,132,856,"13,696",6.25
Hecla City of,Publicly Owned,46,26,"1,078",2.41
Howard City of,Publicly Owned,153,349,"6,852",5.09
"Kingsbury Electric Coop, Inc",Cooperative,12,117,"1,713",6.83
"LaCreek Electric Assn, Inc",Cooperative,383,"1,408","23,113",6.09
"Lake Region Electric Assn, Inc",Cooperative,79,625,"10,572",5.91
Langford Town of,Publicly Owned,42,52,825,6.30
Madison City of,Publicly Owned,315,705,"12,739",5.53
"McCook Electric Coop, Inc",Cooperative,115,454,"6,626",6.85
McLaughlin City of,Publicly Owned,50,198,"2,983",6.64
MDU Resources Group Inc,Investor-Owned,"1,815","4,022","53,405",7.53
MidAmerican Energy Co,Investor-Owned,554,"2,054","28,987",7.09
Miller City of,Publicly Owned,142,150,"3,142",4.77
Moreau-Grand Electric Coop Inc,Cooperative,681,"1,675","28,593",5.86
Nebraska Public Power District,Publicly Owned,180,724,"15,359",4.71
"Niobrara Electric Assn, Inc",Cooperative,7,4,17,23.53
"Northern Electric Coop, Inc",Cooperative,533,"2,096","36,148",5.80
Northern States Power Co,Investor-Owned,"8,862","38,920","751,330",5.18
NorthWestern Energy,Investor-Owned,"10,494","34,294","504,069",6.80
"Oahe Electric Cooperative, Inc",Cooperative,295,832,"11,439",7.27
Onida City of,Publicly Owned,71,198,"2,593",7.64
Otter Tail Power Co,Investor-Owned,"2,544","9,765","191,961",5.09
Parker City of,Publicly Owned,123,283,"4,186",6.76
Pierre City of,Publicly Owned,875,"1,669","30,876",5.41
Plankinton City of,Publicly Owned,89,134,"2,900",4.62
Rosebud Electric Coop Inc,Cooperative,464,829,"16,373",5.06
Sioux Falls City of,Publicly Owned,552,"3,526","66,055",5.34
Sioux Valley SW Elec Coop,Cooperative,"1,275","5,219","69,196",7.54
Southeastern Electric Coop Inc,Cooperative,788,"3,502","61,518",5.69
"Traverse Electric Coop, Inc",Cooperative,16,155,"2,935",5.28
Tyndall City of,Publicly Owned,127,288,"4,758",6.05
Union County Electric Coop Inc,Cooperative,64,207,"1,812",11.42
Vermillion City of,Publicly Owned,475,"1,270","22,431",5.66
Volga City of,Publicly Owned,110,137,"2,260",6.06
Watertown Municipal Utilities,Publicly Owned,"1,730","1,834","32,750",5.60
Wessington Springs City of,Publicly Owned,120,262,"4,331",6.05
West Central Electric Coop Inc,Cooperative,876,"3,171","43,898",7.22
West River Electric Assn Inc,Cooperative,"1,026","3,220","43,167",7.46
Whetstone Valley Elec Coop Inc,Cooperative,226,947,"16,455",5.76
White City of,Publicly Owned,44,82,"1,340",6.12
Winner Municipal Utility,Publicly Owned,370,932,"19,908",4.68
 State Total,,"52,994","191,210","3,062,101",6.24
Tennessee,,,,,
Alcoa Utilities City of,Publicly Owned,"4,238","11,798","177,856",6.63
Appalachian Electric Coop,Cooperative,"5,322","13,110","184,598",7.10
Athens Utility Board,Publicly Owned,"2,293","10,246","160,768",6.37
Benton County,Publicly Owned,"1,662","3,876","54,389",7.13
Bolivar City of,Publicly Owned,"2,251","4,840","63,084",7.67
Bristol City of,Publicly Owned,"3,844","13,502","235,180",5.74
Brownsville City of,Publicly Owned,905,"3,071","51,886",5.92
"Caney Fork Electric Coop, Inc",Cooperative,"4,401","8,398","105,699",7.95
Carroll County,Publicly Owned,"2,806","6,780","101,686",6.67
Chattanooga City of,Publicly Owned,"21,118","114,997","1,830,556",6.28
"Chickasaw Electric Coop, Inc",Cooperative,"2,161","4,541","72,695",6.25
Clarksville City of,Publicly Owned,"5,509","23,331","365,467",6.38
Cleveland City of,Publicly Owned,"3,711","19,632","319,625",6.14
Clinton City of,Publicly Owned,"3,147","12,655","187,825",6.74
Columbia Power System,Publicly Owned,"3,465","14,802","223,306",6.63
Cookeville City of,Publicly Owned,"2,785","14,016","222,709",6.29
Covington City of,Publicly Owned,"1,075","3,995","67,154",5.95
Cumberland Elec Member Corp,Cooperative,"10,756","25,161","367,950",6.84
Dayton City of,Publicly Owned,"1,793","5,601","86,122",6.50
Dickson City of,Publicly Owned,"4,502","13,817","210,576",6.56
Duck River Elec Member Corp,Cooperative,"9,355","23,955","335,755",7.13
Dyersburg City of,Publicly Owned,"2,130","7,577","116,993",6.48
Elizabethton City of,Publicly Owned,"3,988","10,086","149,380",6.75
Entergy Arkansas Inc,Investor-Owned,6,8,108,7.41
Erwin Town of,Publicly Owned,"1,204","3,681","59,300",6.21
Etowah City of,Publicly Owned,652,"1,796","27,209",6.60
Fayetteville City of,Publicly Owned,"2,385","7,796","107,703",7.24
"Forked Deer Electric Coop, Inc",Cooperative,"1,404","1,152","12,397",9.29
Fort Loudoun Electric Coop,Cooperative,"3,160","6,630","94,730",7.00
French Broad Elec Member Corp,Cooperative,18,124,"1,611",7.70
Gallatin City of,Publicly Owned,"1,860","8,877","156,518",5.67
Gibson Electric Members Corp,Cooperative,"5,589","11,066","151,972",7.28
Greeneville City of,Publicly Owned,"6,305","16,915","270,096",6.26
Harriman City of,Publicly Owned,"1,604","4,523","64,382",7.03
"Holston Electric Coop, Inc",Cooperative,"4,290","7,665","112,259",6.83
Humboldt City of,Publicly Owned,909,"3,706","65,146",5.69
Jackson City of,Publicly Owned,"5,626","31,719","495,241",6.40
Jellico City of,Publicly Owned,432,"1,584","22,403",7.07
Johnson City City of,Publicly Owned,"8,756","37,203","585,376",6.36
Kentucky Utilities Co,Investor-Owned,1,1,10,10.00
Kingsport Power Co,Investor-Owned,"5,192","18,534","377,348",4.91
Knoxville Utilities Board,Publicly Owned,"20,987","111,321","1,681,845",6.62
LaFollette City of,Publicly Owned,"2,718","8,402","113,893",7.38
Lawrenceburg City of,Publicly Owned,"2,775","8,965","125,223",7.16
Lenoir City City of,Publicly Owned,"8,010","29,584","470,155",6.29
Lewisburg City of,Publicly Owned,"1,298","5,254","82,362",6.38
Lexington City of,Publicly Owned,"3,693","8,557","125,308",6.83
Loudon Utilities Board,Publicly Owned,"1,349","5,530","81,912",6.75
Maryville Utilities,Publicly Owned,"2,638","13,776","223,543",6.16
McMinnville Electric System,Publicly Owned,"1,704","6,307","96,680",6.52
Memphis City of,Publicly Owned,"43,515","288,879","4,663,000",6.20
Meriwether Lewis Electric Coop,Cooperative,"5,197","14,686","189,214",7.76
Middle Tennessee E M C,Cooperative,"17,953","74,096","1,183,828",6.26
Milan City of,Publicly Owned,"1,454","3,738","58,774",6.36
Morristown City of,Publicly Owned,"2,900","16,882","277,325",6.09
"Mountain Electric Coop, Inc",Cooperative,"2,042","4,312","58,444",7.38
Mt Pleasant City of,Publicly Owned,613,"2,708","42,498",6.37
Murfreesboro City of,Publicly Owned,"4,676","26,284","449,914",5.84
Nashville Electric Service,Publicly Owned,"36,613","280,685","4,328,996",6.48
Newbern City of,Publicly Owned,283,871,"13,220",6.59
Newport City of,Publicly Owned,"3,745","9,093","133,060",6.83
Oak Ridge City of,Publicly Owned,"2,011","16,786","263,669",6.37
Paris City of,Publicly Owned,"5,026","9,525","149,980",6.35
Pickwick Electric Cooperative,Cooperative,"3,754","8,630","122,817",7.03
Plateau Electric Cooperative,Cooperative,"2,514","6,843","89,073",7.68
Powell Valley Electric Coop,Cooperative,"2,838","7,586","102,058",7.43
Pulaski City of,Publicly Owned,"2,362","7,486","102,138",7.33
Ripley City of,Publicly Owned,"1,291","4,000","64,797",6.17
Rockwood City of,Publicly Owned,"2,274","6,081","89,240",6.81
Sequachee Valley Electric Coop,Cooperative,"4,763","14,243","202,675",7.03
Sevier County Electric System,Publicly Owned,"9,172","40,464","623,044",6.49
Shelbyville City of,Publicly Owned,"1,426","7,248","115,147",6.29
Smithville City of,Publicly Owned,527,"2,552","40,912",6.24
Somerville City of,Publicly Owned,376,"1,206","19,704",6.12
South Kentucky Rural E C C,Cooperative,25,44,669,6.58
Southwest Tennessee E M C,Cooperative,"7,068","12,904","171,743",7.51
Sparta City of,Publicly Owned,847,"3,343","55,931",5.98
Springfield City of,Publicly Owned,"1,255","5,786","94,468",6.12
Sweetwater City of,Publicly Owned,"1,697","3,793","58,765",6.45
Tennessee Valley Electric Coop,Cooperative,"3,311","9,469","128,626",7.36
Trenton City of,Publicly Owned,597,"2,428","36,490",6.65
Tri-County Elec Member Corp,Cooperative,"4,163","10,130","137,898",7.35
Tri-State Electric Member Corp,Cooperative,418,"1,204","15,323",7.86
Tullahoma Board-Public Utils,Publicly Owned,"1,689","9,262","157,250",5.89
Union City City of,Publicly Owned,"1,103","5,028","82,484",6.10
Upper Cumberland E M C,Cooperative,"6,284","15,864","208,680",7.60
Volunteer Electric Coop,Cooperative,"13,866","32,237","464,177",6.94
Weakley County Mun Elec Sys,Publicly Owned,"3,675","9,759","147,360",6.62
Winchester City of,Publicly Owned,"1,034","4,987","84,016",5.94
 State Total,,"402,139","1,711,585","26,523,396",6.45
Texas,,,,,
ACN Energy Inc,Power Marketer,"1,125","3,415","33,798",10.10
AEP Texas Central Company,Investor-Owned,"8,415","35,411","451,921",7.84
AEP Texas Commercial & Ind,Power Marketer,198,"48,475","582,140",8.33
AEP Texas North Company,Investor-Owned,"2,960","4,098","106,699",3.84
Austin Energy,Publicly Owned,"36,798","276,335","3,958,348",6.98
Bailey County Elec Coop Assn,Cooperative,469,"2,092","27,883",7.50
"Bandera Electric Coop, Inc",Cooperative,"2,303","6,570","103,942",6.32
Bartlett City of,Publicly Owned,60,264,"1,924",13.72
"Bartlett Electric Coop, Inc",Cooperative,"1,747","2,076","25,852",8.03
Bastrop City of,Publicly Owned,459,"1,750","24,760",7.07
"Belfalls Electric Coop, Inc",Cooperative,"1,300","1,482","19,518",7.59
Bellville City of,Publicly Owned,198,765,"16,347",4.68
"Big Country Electric Coop, Inc",Cooperative,"4,092","9,213","124,952",7.37
"Bluebonnett Electric Coop, Inc",Cooperative,"7,282","12,204","166,844",7.31
Boerne City of,Publicly Owned,"1,032","3,625","48,993",7.40
Bowie City of,Publicly Owned,698,"2,066","23,098",8.94
"Bowie-Cass Electric Coop, Inc",Cooperative,"2,150","4,279","56,422",7.58
Brady City of,Publicly Owned,678,"2,763","35,168",7.86
Brenham City of,Publicly Owned,"1,318","4,573","71,880",6.36
Bridgeport City of,Publicly Owned,391,"1,664","23,486",7.09
Brownfield City of,Publicly Owned,672,"2,132","29,666",7.19
Brownsville Public Utilities Board,Publicly Owned,"4,250","12,062","128,141",9.41
Bryan City of,Publicly Owned,"5,266","26,695","338,817",7.88
Burnet City of,Publicly Owned,501,777,"9,441",8.23
Caldwell City of,Publicly Owned,325,"1,369","18,280",7.49
Cap Rock Energy Corporation,Investor-Owned,"9,834","24,916","237,121",10.51
Castroville City of,Publicly Owned,176,880,"9,491",9.27
"CenterPoint Energy Houston Electric, LLC",Investor-Owned,"21,957","86,723","563,813",15.38
"Central Texas Elec Coop, Inc",Cooperative,"2,101","4,765","62,838",7.58
Cherokee County Elec Coop Assn,Cooperative,"1,127","3,142","37,934",8.28
Cirro Corporation,Power Marketer,856,"12,937","200,078",6.47
Coleman City of,Publicly Owned,486,"1,097","10,983",9.99
"Coleman County Elec Coop, Inc",Cooperative,"1,811","2,317","28,000",8.28
College Station City of,Publicly Owned,"2,598","19,199","292,311",6.57
Comanche County Elec Coop Assn,Cooperative,"9,445","6,977","67,635",10.32
"Concho Valley Elec Coop, Inc",Cooperative,"1,773","4,256","55,868",7.62
Conoco Inc,Power Marketer,1,"2,536","55,999",4.53
"Constellation NewEnergy, Inc",Power Marketer,"3,576","126,180","2,646,361",4.77
Cooke County Elec Coop Assn,Cooperative,"1,935","7,748","126,757",6.11
Coral Power LLC,Power Marketer,17,"22,771","724,481",3.14
CPL Retail Energy LP,Power Marketer,"84,130","391,854","4,737,668",8.27
Cuero City of,Publicly Owned,695,"2,134","29,193",7.31
"Deaf Smith Electric Coop, Inc",Cooperative,"6,935","25,554","352,139",7.26
"Deep East Texas Elec Coop, Inc",Cooperative,"3,150","7,100","96,317",7.37
Denton City of,Publicly Owned,"3,988","16,997","209,538",8.11
"Denton County Elec Coop, Inc",Cooperative,"5,327","32,406","449,000",7.22
Dynegy Energy Services Inc,Power Marketer,32,"116,910","2,405,469",4.86
El Paso Electric Company,Investor-Owned,"21,420","170,539","1,653,883",10.31
Electra City of,Publicly Owned,205,471,"6,742",6.99
Entergy Gulf States Inc,Investor-Owned,"37,532","215,707","3,577,511",6.03
Entergy Solutions Ltd,Power Marketer,68,"2,228","34,369",6.48
Fannin County Electric Coop,Cooperative,188,333,"3,996",8.33
"Farmers Electric Coop, Inc",Cooperative,"3,254","5,771","72,779",7.93
Farmersville City of,Publicly Owned,237,743,"7,539",9.86
"Fayette Electric Coop, Inc",Cooperative,"1,293","4,149","46,454",8.93
First Choice Power,Power Marketer,"24,614","167,352","2,329,814",7.18
Flatonia City of,Publicly Owned,180,157,"1,720",9.13
Floresville City of,Publicly Owned,"2,210","5,412","72,368",7.48
Floydada City of,Publicly Owned,249,514,"8,123",6.33
Fort Belknap Electric Coop Inc,Cooperative,"1,898","4,000","52,000",7.69
Fredericksburg City of,Publicly Owned,"1,024","3,671","66,799",5.50
Garland City of,Publicly Owned,"4,162","6,498","84,658",7.68
Georgetown City of,Publicly Owned,"1,675","7,938","85,881",9.24
Gexa Energy,Power Marketer,"7,719","14,146","194,187",7.28
Giddings City of,Publicly Owned,593,"2,203","28,310",7.78
Goldsmith City of,Publicly Owned,41,73,591,12.35
Goldthwaite City of,Publicly Owned,201,297,"2,714",10.94
Gonzales City of,Publicly Owned,568,"1,548","20,788",7.45
Granbury City of,Publicly Owned,659,"3,480","45,294",7.68
"Grayson-Collin Elec Coop, Inc",Cooperative,"1,329","4,162","53,330",7.80
"Greenbelt Electric Coop, Inc",Cooperative,662,"1,030","10,259",10.04
"Greenville, City of",Publicly Owned,"1,958","22,037","356,712",6.18
Guadalupe Valley Elec Coop Inc,Cooperative,"3,351","6,065","81,300",7.46
Hallettsville City of,Publicly Owned,383,"1,014","16,359",6.20
Hamilton County Elec Coop Assn,Cooperative,649,"1,876","21,624",8.68
"Harmon Electric Assn, Inc",Cooperative,43,75,692,10.84
Hearne City of,Publicly Owned,396,"1,578","17,786",8.87
Hemphill City of,Publicly Owned,713,821,"10,090",8.14
Hempstead City of,Publicly Owned,287,"1,603","22,983",6.97
"HILCO Electric Cooperative, Inc.",Cooperative,"4,142","6,588","82,221",8.01
Hondo City of,Publicly Owned,438,"1,767","26,089",6.77
"Houston County Elec Coop, Inc",Cooperative,911,"3,046","42,515",7.16
J-A-C Electric Cooperative Inc,Cooperative,"1,168","2,519","34,042",7.40
"Jackson Electric Coop, Inc",Cooperative,"1,270","2,750","31,874",8.63
Jasper City of,Publicly Owned,871,"3,393","34,133",9.94
"Jasper-Newton Elec Coop, Inc",Cooperative,"1,382","2,507","35,361",7.09
"Karnes Electric Coop, Inc",Cooperative,"1,655","4,226","52,361",8.07
Kerrville Public Utility Board,Publicly Owned,"3,536","13,193","213,088",6.19
Kirbyville Light & Power Co,Publicly Owned,171,490,"7,399",6.62
La Grange City of,Publicly Owned,439,578,"8,400",6.88
Lamar County Elec Coop Assn,Cooperative,646,"1,558","18,030",8.64
"Lamb County Electric Coop, Inc",Cooperative,"5,720","13,221","167,299",7.90
Lampasas City of,Publicly Owned,570,"2,296","27,984",8.20
"Lea County Electric Coop, Inc",Cooperative,"2,406","11,922","217,424",5.48
Lexington City of,Publicly Owned,70,179,"2,074",8.63
Liberty City of,Publicly Owned,815,"5,007","55,637",9.00
"Lighthouse Electric Coop, Inc",Cooperative,284,"1,468","15,520",9.46
Livingston City of,Publicly Owned,916,"3,760","44,509",8.45
Llano City of,Publicly Owned,365,"1,577","21,793",7.24
Lockhart City of,Publicly Owned,735,"2,578","35,129",7.34
Lubbock City of,Publicly Owned,"6,744","22,191","320,521",6.92
Luling City of,Publicly Owned,508,"1,490","17,447",8.54
"Lyntegar Electric Coop, Inc",Cooperative,"3,152","11,629","188,300",6.18
Magic Valley Electric Coop Inc,Cooperative,"6,004","7,609","104,653",7.27
Mason City of,Publicly Owned,312,729,"9,860",7.39
"McLennan County Elec Coop, Inc",Cooperative,675,"2,197","32,725",6.71
"Medina Electric Coop, Inc",Cooperative,"2,906","6,285","87,418",7.19
Mid-South Electric Coop Assn,Cooperative,"1,935","4,475","52,334",8.55
Moulton City of,Publicly Owned,83,146,"1,405",10.39
Mutual Energy SWEPCO,Power Marketer,150,352,"6,805",5.17
"Navarro County Elec Coop, Inc",Cooperative,874,"1,733","20,143",8.60
"Navasota Valley Elec Coop, Inc",Cooperative,"1,071","3,100","40,000",7.75
New Braunfels City of,Publicly Owned,"3,067","13,875","221,010",6.28
New Power Co,Power Marketer,"1,119","3,767","44,556",8.45
Newton City of,Publicly Owned,198,886,"9,985",8.87
North Plains Electric Coop Inc,Cooperative,"1,951","5,096","55,286",9.22
"Nueces Electric Coop, Inc",Cooperative,"1,357","2,925","33,020",8.86
"Panola-Harrison Elec Coop, Inc",Cooperative,"1,023","1,204","18,088",6.66
"Pedernales Electric Coop, Inc",Cooperative,"12,876","21,392","285,002",7.51
POLR Power,Power Marketer,208,628,"40,732",1.54
Reliant Energy Retail Services,Power Marketer,"229,549","980,410","13,049,643",7.51
"Rio Grande Electric Coop, Inc",Cooperative,"3,932","7,681","90,610",8.48
"Rita Blanca Electric Coop, Inc",Cooperative,"3,412","9,937","153,411",6.48
Robstown City of,Publicly Owned,535,"3,079","38,608",7.98
"Rusk County Electric Coop, Inc",Cooperative,"1,644","4,090","61,220",6.68
"Sam Houston Electric Coop, Inc",Cooperative,"4,779","10,244","142,373",7.20
San Antonio City of,Publicly Owned,"59,620","292,343","4,943,111",5.91
San Augustine City of,Publicly Owned,247,"2,305","13,405",17.20
"San Bernard Electric Coop, Inc",Cooperative,"1,134","4,557","65,481",6.96
San Marcos City of,Publicly Owned,"2,749","10,026","209,096",4.79
San Patricio Electric Coop Inc,Cooperative,"2,573","2,964","26,559",11.16
